MAG_id,Food fermentation,Species_id,Genome size (bp),Completeness (%),Contamination (%),Quality assessment,Domain,Phylum,Class,Order,Family,Genus,Species
MAG_127,Cheese ,Species_181,4409016,97.87 ,1.11 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei
MAG_128,Cheese ,Species_142,1863866,64.29 ,2.05 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__unknown134
MAG_129,Koumiss,Species_258,1797817,97.13 ,0.39 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_130,Cheese ,Species_189,2564415,51.65 ,8.46 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,s__unknown123
MAG_131,Bean paste,Species_292,4852161,83.22 ,1.63 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_U,s__Bacillus_U oleronius
MAG_132,Chinese liquor,Species_16,2954163,66.27 ,9.79 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc pseudomesenteroides_A
MAG_133,Coffee ,Species_73,1840367,69.66 ,2.95 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter orientalis
MAG_134,Chinese liquor,Species_279,1840236,74.38 ,4.86 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__Loigolactobacillus coryniformis
MAG_135,Chinese liquor,Species_258,1571027,95.56 ,0.34 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_136,Coffee ,Species_173,2562264,61.77 ,3.40 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kosakonia,s__Kosakonia cowanii
MAG_137,Cheese ,Species_197,3185934,98.02 ,0.60 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown102
MAG_138,Chinese liquor,Species_7,1022554,61.47 ,0.47 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc lactis
MAG_139,Bean paste,Species_57,4752767,98.27 ,9.95 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus licheniformis
MAG_140,Coffee ,Species_102,2922080,84.26 ,4.70 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria,s__unknown49
MAG_141,Cheese ,Species_231,1528350,56.40 ,1.60 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus saprophyticus
MAG_142,Nunu,Species_11,1642815,85.27 ,5.10 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella confusa
MAG_143,Wine,Species_62,1411309,58.11 ,1.24 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acidocella,s__unknown8
MAG_144,Milk kefir,Species_258,1264266,85.36 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus
MAG_145,Cheese ,Species_245,3644085,71.27 ,10.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Oceanobacillus,s__unknown91
MAG_146,Coffee ,Species_73,1923449,67.87 ,2.88 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter orientalis
MAG_147,Cheese ,Species_261,1946022,96.18 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus petauri
MAG_148,Kombucha,Species_67,2221598,59.07 ,7.43 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Komagataeibacter,s__unknown38
MAG_149,Coffee ,Species_295,1887297,71.34 ,0.70 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Liquorilactobacillus,s__unknown59
MAG_150,Chinese liquor,Species_75,1978940,81.51 ,5.54 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter pasteurianus
MAG_151,Milk kefir,Species_34,1608627,97.73 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
MAG_152,Coffee ,Species_297,960179,54.16 ,3.24 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc fallax
MAG_153,Cheese ,Species_192,3017488,59.48 ,7.68 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas prydzensis
MAG_154,Yoghurt,Species_269,1519415,66.08 ,3.39 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_155,Cheese ,Species_229,3189648,99.44 ,1.53 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus equorum
MAG_156,Koumiss,Species_277,1802041,79.14 ,1.97 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_157,Sourdough,Species_47,3082045,90.84 ,4.11 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_158,Cheese ,Species_279,2423222,94.29 ,3.84 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__Loigolactobacillus coryniformis
MAG_159,Soy sauce,Species_215,3344866,93.53 ,3.53 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas halodenitrificans
MAG_160,Kombucha,Species_84,1680189,52.75 ,0.87 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__unknown39
MAG_161,Soy sauce,Species_209,3276997,99.57 ,0.31 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,g__Marinobacter,s__unknown12
MAG_162,Yoghurt,Species_256,1999502,98.42 ,0.32 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus acidophilus
MAG_163,Bean paste,Species_234,2884118,99.45 ,1.66 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus nepalensis
MAG_164,Kombucha,Species_107,1672057,69.56 ,1.64 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes
MAG_165,Nunu,Species_238,1828519,93.74 ,1.10 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Macrococcus_B,s__Macrococcus_B caseolyticus
MAG_166,Kimchi,Species_22,3325958,71.37 ,3.80 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_167,Cheese ,Species_148,3374266,93.00 ,0.87 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium aurantiacum
MAG_168,Koumiss,Species_277,1868099,81.43 ,2.37 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_169,Cheese ,Species_269,1792846,97.93 ,0.92 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_170,Cheese ,Species_201,3084566,87.85 ,2.90 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter sp003542795
MAG_171,Coffee ,Species_72,2126997,82.61 ,1.96 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter sp002153485
MAG_172,Cheese ,Species_141,2264724,87.24 ,8.85 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium gubbeenense
MAG_173,Wine,Species_270,1808383,76.86 ,1.15 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sp003521145
MAG_174,Cheese ,Species_284,2508888,84.29 ,2.28 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus paracasei
MAG_175,Cheese ,Species_58,2264766,98.95 ,0.59 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus versmoldensis
MAG_176,Cheese ,Species_207,2626228,97.61 ,0.71 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__unknown120
MAG_177,Soy sauce,Species_251,2705322,99.34 ,0.33 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Paraliobacillus,s__unknown19
MAG_178,Koumiss,Species_266,2189649,100.00 ,0.75 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parauberis
MAG_179,Chinese liquor,Species_47,1593556,90.03 ,3.23 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_180,Cheese ,Species_239,1306576,52.87 ,6.41 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus carnosus
MAG_181,Kimchi,Species_290,1841819,92.91 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus fermentum
MAG_182,Coffee ,Species_92,3990450,66.87 ,4.77 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ochrobactrum_A,s__Ochrobactrum_A pseudogrignonense
MAG_183,Bean paste,Species_171,4510868,95.53 ,2.68 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Leclercia,s__Leclercia adecarboxylata
MAG_184,Soy sauce,Species_110,2033153,66.32 ,1.83 ,Medium,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Natronincolaceae,g__Alkaliphilus_B,s__unknown22
MAG_185,Koumiss,Species_118,2491146,91.37 ,2.65 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia sp002418375
MAG_186,Bean paste,Species_292,3507761,69.29 ,4.81 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_U,s__Bacillus_U oleronius
MAG_187,Chinese liquor,Species_281,1458325,63.53 ,1.88 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus pantheris
MAG_188,Soy sauce,Species_223,2798090,97.18 ,0.00 ,High,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Clostridiisalibacteraceae,g__Clostridiisalibacter,s__Clostridiisalibacter paucivorans
MAG_189,Cheese ,Species_277,2111207,57.47 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_190,Coffee ,Species_72,2214882,88.32 ,2.44 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter sp002153485
MAG_191,Cheese ,Species_227,1235060,68.18 ,0.29 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__Vagococcus sp003462485
MAG_192,Chinese liquor,Species_45,1807870,97.67 ,0.46 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus acidilactici
MAG_193,Chinese liquor,Species_244,3274874,92.34 ,3.67 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caldibacillaceae,g__Bacillus_J,s__Bacillus_J thermoamylovorans
MAG_194,Bean paste,Species_287,2261211,86.98 ,3.81 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Rummeliibacillus,s__Rummeliibacillus stabekisii
MAG_195,Kimchi,Species_12,954398,64.05 ,1.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella koreensis
MAG_196,Bean paste,Species_254,3801552,100.00 ,0.22 ,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unknown145
MAG_197,Yoghurt,Species_180,2142533,55.89 ,0.57 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Ewingella,s__unknown1
MAG_198,Chinese liquor,Species_282,1877112,83.30 ,3.08 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus sp004010095
MAG_199,Coffee ,Species_102,2848261,83.10 ,4.92 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria,s__unknown50
MAG_200,Coffee ,Species_162,5234162,52.23 ,8.62 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Tatumella,s__unknown47
MAG_201,Chinese liquor,Species_57,3429771,86.77 ,1.46 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus licheniformis
MAG_202,Bean paste,Species_133,1927874,63.71 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D casseliflavus
MAG_203,Chinese liquor,Species_252,1595855,93.83 ,3.28 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G sp004359375
MAG_204,Yoghurt,Species_272,1860735,88.50 ,2.05 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus raffinolactis_A
MAG_205,Nunu,Species_138,1451326,62.25 ,1.32 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia kristinae
MAG_206,Cheese ,Species_156,3598023,93.31 ,0.00 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium casei
MAG_207,Milk kefir,Species_14,1626820,100.00 ,0.00 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_208,Chinese liquor,Species_136,8127602,94.51 ,3.54 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces cacaoi
MAG_209,Cheese ,Species_274,2206049,66.88 ,1.72 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_210,Chilli paste,Species_99,3299296,88.14 ,1.37 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus velezensis
MAG_211,Coffee ,Species_101,2508901,62.90 ,9.39 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas sp003086775
MAG_212,Sourdough,Species_47,1413061,92.70 ,1.37 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus pentosaceus
MAG_213,Kimchi,Species_22,1743349,54.35 ,7.39 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_214,Bean paste,Species_276,2955212,97.23 ,2.46 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Domibacillaceae,g__Bacillus_O,s__Bacillus_O smithii
MAG_215,Cheese ,Species_108,3402355,91.98 ,1.67 ,High,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Sphingobacterium,s__unknown95
MAG_216,Cheese ,Species_52,2251253,97.91 ,1.31 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Companilactobacillus,s__Companilactobacillus futsaii
MAG_217,Kimchi,Species_22,1953607,69.36 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus curvatus
MAG_218,Coffee ,Species_16,2815157,80.32 ,5.89 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc pseudomesenteroides_A
MAG_219,Cheese ,Species_170,5256892,50.16 ,7.05 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter himalayensis
MAG_220,Chinese liquor,Species_126,2727397,53.97 ,2.83 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__unknown72
MAG_221,Bean paste,Species_59,1885616,89.81 ,2.45 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Loigolactobacillus,s__Loigolactobacillus rennini
MAG_222,Cheese ,Species_5,3083922,59.39 ,8.49 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia_A,s__unknown108
MAG_223,Cheese ,Species_37,1699863,92.39 ,0.82 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Paucilactobacillus,s__Paucilactobacillus nenjiangensis
MAG_224,Bean paste,Species_188,2307130,92.09 ,3.75 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Tetragenococcus,s__Tetragenococcus halophilus
MAG_225,Cheese ,Species_27,1956798,63.42 ,2.29 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lentilactobacillus,s__Lentilactobacillus otakiensis
MAG_226,Cheese ,Species_130,2778169,91.86 ,2.06 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium variabile
MAG_227,Cheese ,Species_203,2469708,67.58 ,9.79 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter piscatorii
MAG_228,Cheese ,Species_122,1356905,53.30 ,1.06 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis
MAG_229,Coffee ,Species_92,4509961,71.20 ,9.58 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ochrobactrum_A,s__Ochrobactrum_A pseudogrignonense
MAG_230,Coffee ,Species_277,1918426,67.99 ,4.17 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_231,Bean paste,Species_133,2215551,69.20 ,3.53 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D casseliflavus
MAG_232,Bean paste,Species_244,3044548,90.38 ,2.53 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Caldibacillaceae,g__Bacillus_J,s__Bacillus_J thermoamylovorans
MAG_233,Cheese ,Species_158,1535493,59.33 ,9.04 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__unknown140
MAG_234,Cheese ,Species_120,2504677,60.63 ,4.37 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium sp900163615
MAG_235,Coffee ,Species_277,1638566,80.30 ,3.05 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_236,Koumiss,Species_196,1499265,57.37 ,1.25 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,s__unknown31
MAG_237,Koumiss,Species_238,2064495,96.13 ,1.57 ,High,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Macrococcus_B,s__Macrococcus_B caseolyticus
MAG_238,Milk kefir,Species_145,2844944,98.46 ,0.22 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium casei
MAG_239,Cheese ,Species_130,2775878,93.15 ,0.45 ,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium variabile
MAG_240,Cheese ,Species_145,2715368,89.77 ,3.41 ,Medium,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium casei
MAG_241,Cheese ,Species_277,1402394,50.00 ,0.00 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis
MAG_242,Chinese liquor,Species_174,2334462,57.38 ,4.39 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea,s__Pantoea agglomerans
MAG_243,Cheese ,Species_274,2584314,75.86 ,6.90 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis_E
MAG_244,Cheese ,Species_269,1886505,75.66 ,0.89 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus
MAG_245,Cheese ,Species_189,3521040,62.31 ,5.29 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,s__unknown92
MAG_246,Cocoa,Species_21,1323572,66.76 ,3.07 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,s__Latilactobacillus sakei
MAG_247,Koumiss,Species_170,3928018,86.64 ,2.59 ,Medium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter himalayensis
MAG_248,Milk kefir,Species_14,1726482,78.74 ,1.36 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc mesenteroides
MAG_249,Chinese liquor,Species_9,1429779,74.88 ,8.49 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella paramesenteroides
MAG_250,Cocoa,Species_75,1516086,58.06 ,3.16 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter pasteurianus
MAG_251,Cocoa,Species_75,2963932,90.43 ,8.65 ,Medium,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter pasteurianus
MAG_252,Cocoa,Species_74,3028382,94.93 ,2.49 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter senegalensis
MAG_253,Cocoa,Species_74,3154168,91.09 ,1.78 ,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter senegalensis
MAG_254,Cocoa,Species_262,4416728,57.06 ,3.77 ,Medium,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_E,s__unknown65
