mag_id	sample_description	fermented_food	specific_substrate	substrate_category	general_category	completeness	contamination	contigs	total_length	gc	n50	domain	phylum	class	order	family	genus	species	phylo_group	study_catalog	source
DeFilippisF_xxxx__DF_4__bin.28	cheese	cheese	milk	dairy	fermented_dairy	93.9724082	0.566037736	160	2035988	34.92	20409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_4
DeFilippisF_xxxx__DF_4__bin.3	cheese	cheese	milk	dairy	fermented_dairy	94.26605505	0.840978593	177	3340912	64.24	38641	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_rhombi	Actinobacteria	Carlino2024	DeFilippisF_xxxx__DF_4
DeFilippisF_xxxx__DF_40__bin.2	cheese	cheese	milk	dairy	fermented_dairy	96.30188679	0.660377358	50	2417830	34.83	120159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_40
DeFilippisF_xxxx__DF_40__bin.3	cheese	cheese	milk	dairy	fermented_dairy	57.89473684	0	34	915210	39.1	42249	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_40
DeFilippisF_xxxx__DF_40__bin.4	cheese	cheese	milk	dairy	fermented_dairy	66.84782609	0	35	1502111	46.7	80107	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB69403	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_40
DeFilippisF_xxxx__DF_41__bin.10	cheese	cheese	milk	dairy	fermented_dairy	84.2215256	0	175	2056793	35.47	18188	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_41
DeFilippisF_xxxx__DF_41__bin.17	cheese	cheese	milk	dairy	fermented_dairy	91.38878821	1.310861423	117	1725557	37.52	25370	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_SGB97147	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_41
DeFilippisF_xxxx__DF_41__bin.8	cheese	cheese	milk	dairy	fermented_dairy	88.11990622	1.583489291	192	1493512	39.3	10762	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_41
DeFilippisF_xxxx__DF_42__bin.14	cheese	cheese	milk	dairy	fermented_dairy	97.76397516	0.217391304	44	5174492	59.23	187573	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium_SGB56399	Proteobacteria	Carlino2024	DeFilippisF_xxxx__DF_42
DeFilippisF_xxxx__DF_42__bin.4	cheese	cheese	milk	dairy	fermented_dairy	93.42532468	0.324675325	189	1731153	36.18	12841	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_42
DeFilippisF_xxxx__DF_42__bin.9	cheese	cheese	milk	dairy	fermented_dairy	50.85621829	0.855167394	161	713024	39.78	4888	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_42
DeFilippisF_xxxx__DF_43__bin.4	cheese	cheese	milk	dairy	fermented_dairy	99.02597403	0	151	1740311	36.43	18649	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_43
DeFilippisF_xxxx__DF_44__bin.6	cheese	cheese	milk	dairy	fermented_dairy	55.17241379	0	74	795815	36.09	14839	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_44
DeFilippisF_xxxx__DF_45__bin.12	cheese	cheese	milk	dairy	fermented_dairy	90.82775411	2.528301887	158	2068112	35.56	26482	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_45
DeFilippisF_xxxx__DF_45__bin.2	cheese	cheese	milk	dairy	fermented_dairy	55.05822416	0	25	889274	39.57	63417	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_45
DeFilippisF_xxxx__DF_45__bin.3	cheese	cheese	milk	dairy	fermented_dairy	50.87719298	0	17	637116	37.87	80348	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_45
DeFilippisF_xxxx__DF_45__bin.5	cheese	cheese	milk	dairy	fermented_dairy	99.38271605	2.951388889	122	2875909	44.84	36360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_45
DeFilippisF_xxxx__DF_45__bin.8	cheese	cheese	milk	dairy	fermented_dairy	71.88679245	0.094339623	84	1348382	35.32	30912	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_45
DeFilippisF_xxxx__DF_47__bin.3	cheese	cheese	milk	dairy	fermented_dairy	78.62068966	0.862068966	45	2720660	33.02	280047	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_succinus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_47
DeFilippisF_xxxx__DF_47__bin.6	cheese	cheese	milk	dairy	fermented_dairy	99.45652174	0	86	1794044	42.18	36116	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_47
DeFilippisF_xxxx__DF_5__bin.12	cheese	cheese	milk	dairy	fermented_dairy	98.75	0.208333333	44	2192494	49.52	77518	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_lindianensis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_5
DeFilippisF_xxxx__DF_5__bin.14	cheese	cheese	milk	dairy	fermented_dairy	92.62604438	0.880503145	158	2393059	35.42	27236	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_5
DeFilippisF_xxxx__DF_5__bin.15	cheese	cheese	milk	dairy	fermented_dairy	99.18478261	1.086956522	29	2174610	40.59	99000	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus_rennini	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_5
DeFilippisF_xxxx__DF_5__bin.3	cheese	cheese	milk	dairy	fermented_dairy	96.85905612	1.205002834	173	5177500	57.74	53277	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella_terrigena	Proteobacteria	Carlino2024	DeFilippisF_xxxx__DF_5
DeFilippisF_xxxx__DF_5__bin.8	cheese	cheese	milk	dairy	fermented_dairy	73.20754717	0.628930818	39	1488059	40.27	64736	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_5
DeFilippisF_xxxx__DF_5__bin.9	cheese	cheese	milk	dairy	fermented_dairy	98.06159893	2.857766143	123	2314683	38.3	29503	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_versmoldensis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_5
DeFilippisF_xxxx__DF_52__bin.9	cheese	cheese	milk	dairy	fermented_dairy	96.24304267	0	93	1468145	50.87	24476	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_52
DeFilippisF_xxxx__DF_54__bin.1	cheese	cheese	milk	dairy	fermented_dairy	97.8125	0.104166667	171	2250988	44.57	21117	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_buchneri	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_54
DeFilippisF_xxxx__DF_54__bin.10	cheese	cheese	milk	dairy	fermented_dairy	91.97255264	0.74906367	100	1652398	37.72	33912	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equinus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_54
DeFilippisF_xxxx__DF_54__bin.6	cheese	cheese	milk	dairy	fermented_dairy	79.54545455	0	123	1338161	36.37	17409	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_54
DeFilippisF_xxxx__DF_58__bin.5	cheese	cheese	milk	dairy	fermented_dairy	98.72881356	0	162	1868884	68.83	17507	Bacteria	Deinococcus_Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus_thermophilus	Deinococcus_Thermus	Carlino2024	DeFilippisF_xxxx__DF_58
DeFilippisF_xxxx__DF_58__bin.6	cheese	cheese	milk	dairy	fermented_dairy	82.77777778	0	32	2184914	32.83	184646	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_SGB96919	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_58
DeFilippisF_xxxx__DF_59__bin.12	cheese	cheese	milk	dairy	fermented_dairy	95.94405594	2.797202797	155	1670716	28.09	17917	Bacteria	Firmicutes	CFGB70276	OFGB70276	FGB70276	GGB72984	GGB72984_SGB100440	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_59
DeFilippisF_xxxx__DF_59__bin.13	cheese	cheese	milk	dairy	fermented_dairy	50.82872928	1.657458564	12	1281629	35.39	283762	Bacteria	Firmicutes	CFGB5364	OFGB5364	FGB5364	GGB71207	GGB71207_SGB99999	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_59
DeFilippisF_xxxx__DF_6__bin.1	cheese	cheese	milk	dairy	fermented_dairy	93.3836478	2.666666667	166	1814233	40.57	15214	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_6
DeFilippisF_xxxx__DF_60__bin.1	cheese	cheese	milk	dairy	fermented_dairy	97.10144928	0.362318841	93	2539409	48.12	47917	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_casei	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_60
DeFilippisF_xxxx__DF_60__bin.2	cheese	cheese	milk	dairy	fermented_dairy	94.65429403	0.208167034	99	1622524	39.2	24383	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_60
DeFilippisF_xxxx__DF_60__bin.4	cheese	cheese	milk	dairy	fermented_dairy	80.84415584	0	84	1347779	50.94	22170	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_60
DeFilippisF_xxxx__DF_60__bin.6	cheese	cheese	milk	dairy	fermented_dairy	51.73160173	0.324675325	102	818645	37.35	10826	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_60
DeFilippisF_xxxx__DF_60__bin.7	cheese	cheese	milk	dairy	fermented_dairy	57.92349727	0	52	835235	51.98	30224	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_60
DeFilippisF_xxxx__DF_61__bin.1	cheese	cheese	milk	dairy	fermented_dairy	74.67532468	0	68	1149553	50.62	23580	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_61
DeFilippisF_xxxx__DF_61__bin.3	cheese	cheese	milk	dairy	fermented_dairy	95.9375	0.208333333	94	2165026	42.42	36933	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_SGB96960	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_61
DeFilippisF_xxxx__DF_61__bin.9	cheese	cheese	milk	dairy	fermented_dairy	72.4137931	0	132	1160787	36.13	10781	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_61
DeFilippisF_xxxx__DF_62__bin.4	cheese	cheese	milk	dairy	fermented_dairy	99.45652174	0	41	2858333	46.41	139151	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_62
DeFilippisF_xxxx__DF_62__bin.5	cheese	cheese	milk	dairy	fermented_dairy	98.37662338	0	88	1707503	50.43	30768	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_62
DeFilippisF_xxxx__DF_67__bin.10	cheese	cheese	milk	dairy	fermented_dairy	98.14898715	1.342072409	145	2325669	37.35	33233	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_SGB82578	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_67__bin.14	cheese	cheese	milk	dairy	fermented_dairy	96.91358025	3.086419753	127	2608233	45.19	30656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_67__bin.22	cheese	cheese	milk	dairy	fermented_dairy	51.72413793	1.724137931	139	906557	35.83	8635	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_67__bin.23	cheese	cheese	milk	dairy	fermented_dairy	91.6550037	0.705467372	199	1506859	37.92	9887	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_67__bin.26	cheese	cheese	milk	dairy	fermented_dairy	95.9375	0	18	1850754	42.6	128656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_otakiensis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_67__bin.30	cheese	cheese	milk	dairy	fermented_dairy	67.41573034	0	16	921694	43.73	75834	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_SGB100424	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_67__bin.32	cheese	cheese	milk	dairy	fermented_dairy	55.54357592	0.314465409	139	946224	40.92	8676	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_67
DeFilippisF_xxxx__DF_7__bin.11	cheese	cheese	milk	dairy	fermented_dairy	96.37345679	2.12962963	197	2321982	36.63	23369	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_7
DeFilippisF_xxxx__DF_7__bin.17	cheese	cheese	milk	dairy	fermented_dairy	99.0625	0	128	2131111	44.54	25764	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_buchneri	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_7
DeFilippisF_xxxx__DF_7__bin.2	cheese	cheese	milk	dairy	fermented_dairy	83.01630435	2.445652174	150	1759486	41.92	17741	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_7
DeFilippisF_xxxx__DF_7__bin.24	cheese	cheese	milk	dairy	fermented_dairy	75.68306011	0	90	1398093	53.05	23445	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_7
DeFilippisF_xxxx__DF_7__bin.8	cheese	cheese	milk	dairy	fermented_dairy	97.2826087	0.27173913	73	1792447	39.87	33609	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus_wasatchensis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_7
DeFilippisF_xxxx__DF_73__bin.4	cheese	cheese	milk	dairy	fermented_dairy	91.23376623	0.324675325	182	1386064	51.03	9656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_73
DeFilippisF_xxxx__DF_73__bin.8	cheese	cheese	milk	dairy	fermented_dairy	56.89655172	0	121	856388	36.07	9012	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69402	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_73
DeFilippisF_xxxx__DF_75__bin.11	cheese	cheese	milk	dairy	fermented_dairy	74.71910112	0.374531835	77	1605776	39.36	51118	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_75__bin.13	cheese	cheese	milk	dairy	fermented_dairy	88.10594995	1.196319018	160	1141589	43.14	9358	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_halotolerans	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_75__bin.14	cheese	cheese	milk	dairy	fermented_dairy	52.38095238	0.037202381	19	2315622	57.33	157923	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_SGB74163	Proteobacteria	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_75__bin.16	cheese	cheese	milk	dairy	fermented_dairy	55.35714286	0	58	1853968	36.17	63622	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_SGB100454	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_75__bin.20	cheese	cheese	milk	dairy	fermented_dairy	89.3258427	0.561797753	48	1501426	43.66	71326	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_lactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_75__bin.6	cheese	cheese	milk	dairy	fermented_dairy	88.8650842	4.088050314	98	2010186	40.48	42073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_75__bin.9	cheese	cheese	milk	dairy	fermented_dairy	98.4375	0	163	2172901	44.6	25238	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_buchneri	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_75
DeFilippisF_xxxx__DF_76__bin.2	cheese	cheese	milk	dairy	fermented_dairy	59.52380952	0	102	922586	36.94	15758	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_76
DeFilippisF_xxxx__DF_76__bin.6	cheese	cheese	milk	dairy	fermented_dairy	94.48404034	1.004886671	142	1539417	39.14	16701	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_76
DeFilippisF_xxxx__DF_76__bin.7	cheese	cheese	milk	dairy	fermented_dairy	60.71428571	0	48	736038	51.41	21021	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_76
DeFilippisF_xxxx__DF_77__bin.11	cheese	cheese	milk	dairy	fermented_dairy	97.5308642	1.851851852	129	1632190	42.8	19089	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.12	cheese	cheese	milk	dairy	fermented_dairy	93.18181818	0	96	1527143	50.87	22170	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.13	cheese	cheese	milk	dairy	fermented_dairy	93.19331808	0.363901019	108	1534668	39.3	23232	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.14	cheese	cheese	milk	dairy	fermented_dairy	89.10573123	1.992753623	170	2154419	48.35	17749	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_casei	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.15	cheese	cheese	milk	dairy	fermented_dairy	94.14690382	0	151	2680781	46.69	26854	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_rhamnosus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.3	cheese	cheese	milk	dairy	fermented_dairy	93.45549738	0.523560209	170	2677574	53.59	22811	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_harbinensis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.5	cheese	cheese	milk	dairy	fermented_dairy	94.0754717	1.761006289	150	1808565	40.8	17695	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_77__bin.7	cheese	cheese	milk	dairy	fermented_dairy	94.65831787	0.757575758	189	1531130	36.46	10853	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_77
DeFilippisF_xxxx__DF_79__bin.11	cheese	cheese	milk	dairy	fermented_dairy	97.69107439	3.103250916	144	4633020	55.13	54288	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_kobei	Proteobacteria	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_79__bin.12	cheese	cheese	milk	dairy	fermented_dairy	99.375	0.3125	74	2203935	41.87	45793	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_kefiri	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_79__bin.15	cheese	cheese	milk	dairy	fermented_dairy	86.25757576	1.742424242	162	1530996	64.58	12285	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_mongoliense	Actinobacteria	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_79__bin.23	cheese	cheese	milk	dairy	fermented_dairy	96.94656489	0.190839695	30	1901566	38.17	159138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_petauri	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_79__bin.25	cheese	cheese	milk	dairy	fermented_dairy	96.67810177	1.194968553	182	2133960	35.38	18099	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_79__bin.6	cheese	cheese	milk	dairy	fermented_dairy	82.77354026	1.298701299	167	1598020	36.13	13681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_79__bin.7	cheese	cheese	milk	dairy	fermented_dairy	98.625	1.09375	115	2986706	39.94	38647	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_79
DeFilippisF_xxxx__DF_8__bin.10	cheese	cheese	milk	dairy	fermented_dairy	71.17300131	0.352228047	159	2671700	56.71	27896	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_ardleyensis	Actinobacteria	Carlino2024	DeFilippisF_xxxx__DF_8
DeFilippisF_xxxx__DF_8__bin.16	cheese	cheese	milk	dairy	fermented_dairy	65.51724138	0	174	750075	39.66	5178	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	Firmicutes	Carlino2024	DeFilippisF_xxxx__DF_8
