mag_id	sample_description	fermented_food	specific_substrate	substrate_category	general_category	completeness	contamination	contigs	total_length	gc	n50	domain	phylum	class	order	family	genus	species	phylo_group	study_catalog	source
MortensenS_xxxx__WK044-1-L-48h-03G9_S82__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	83.2	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK044-1-L-48h-03G9_S82
MortensenS_xxxx__WK044-2-G-48h-04C2_S120__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	94.1	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK044-2-G-48h-04C2_S120
MortensenS_xxxx__WK044-2-L-08h-03H1_S83__bin.10	water_kefir	water_kefir	fig	fruit	fermented_beverages	76.4	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK044-2-L-08h-03H1_S83
MortensenS_xxxx__WK044-2-L-48h-03H2_S84__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	70.6	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK044-2-L-48h-03H2_S84
MortensenS_xxxx__WK045-1-L-08h-03H3_S85__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	79.2	1.6	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK045-1-L-08h-03H3_S85
MortensenS_xxxx__WK045-1-L-48h-03H4_S86__bin.9	water_kefir	water_kefir	fig	fruit	fermented_beverages	69.6	1.6	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK045-1-L-48h-03H4_S86
MortensenS_xxxx__WK045-2-G-48h-04C3_S121__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	96.9	2.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK045-2-G-48h-04C3_S121
MortensenS_xxxx__WK045-2-G-48h-04C3_S121__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	56.3	0	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_fermentati	Ascomycota	Carlino2024	MortensenS_xxxx__WK045-2-G-48h-04C3_S121
MortensenS_xxxx__WK045-2-L-08h-03H5_S87__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	81	1.6	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK045-2-L-08h-03H5_S87
MortensenS_xxxx__WK045-2-L-48h-03H6_S88__bin.9	water_kefir	water_kefir	fig	fruit	fermented_beverages	56.6	1.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK045-2-L-48h-03H6_S88
MortensenS_xxxx__WK046-1-L-08h-03H7_S89__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	89	2.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK046-1-L-08h-03H7_S89
MortensenS_xxxx__WK046-1-L-48h-03H8_S90__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	86.6	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK046-1-L-48h-03H8_S90
MortensenS_xxxx__WK046-2-G-48h-04C4_S122__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	96.2	2.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK046-2-G-48h-04C4_S122
MortensenS_xxxx__WK046-2-G-48h-04C4_S122__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	79.8	0.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces_anomalus	Ascomycota	Carlino2024	MortensenS_xxxx__WK046-2-G-48h-04C4_S122
MortensenS_xxxx__WK046-2-L-08h-03H9_S91__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	92.1	2.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK046-2-L-08h-03H9_S91
MortensenS_xxxx__WK047-1-L-08h-03I2_S93__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	75.3	1.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK047-1-L-08h-03I2_S93
MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	94.7	2.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK047-2-G-48h-04C5_S123
MortensenS_xxxx__WK047-2-L-08h-03I4_S95__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	76.5	1.8	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK047-2-L-08h-03I4_S95
MortensenS_xxxx__WK048-1-L-08h-03I6_S97__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	80.6	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK048-1-L-08h-03I6_S97
MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	65.2	2.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK048-1-L-48h-03I7_S98
MortensenS_xxxx__WK048-2-G-48h-04C6_S124__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	85.5	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK048-2-G-48h-04C6_S124
MortensenS_xxxx__WK048-2-L-08h-03I8_S99__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	70.2	1.4	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK048-2-L-08h-03I8_S99
MortensenS_xxxx__WK049-1-L-48h-05A7_S59__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	55.9	0.7	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK049-1-L-48h-05A7_S59
MortensenS_xxxx__WK049-2-L-48h-05A9_S61__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	57.1	0.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK049-2-L-48h-05A9_S61
MortensenS_xxxx__WK050-1-L-08h-04C7_S125__bin.9	water_kefir	water_kefir	fig	fruit	fermented_beverages	75.4	1.7	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK050-1-L-08h-04C7_S125
MortensenS_xxxx__WK050-2-G-48h-04D2_S129__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	64.8	1.7	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK050-2-G-48h-04D2_S129
MortensenS_xxxx__WK051-2-G-48h-04D3_S1__bin.9	water_kefir	water_kefir	fig	fruit	fermented_beverages	72	1.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK051-2-G-48h-04D3_S1
MortensenS_xxxx__WK052-2-L-08h-04E1_S8__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	95.4	3.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK052-2-L-08h-04E1_S8
MortensenS_xxxx__WK052-2-L-48h-04E2_S9__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	64.2	2.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK052-2-L-48h-04E2_S9
MortensenS_xxxx__WK053-1-L-48h-04E4_S11__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	89.8	1.7	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK053-1-L-48h-04E4_S11
MortensenS_xxxx__WK054-1-L-08h-04E7_S14__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	83.5	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK054-1-L-08h-04E7_S14
MortensenS_xxxx__WK054-1-L-08h-04E7_S14__bin.9	water_kefir	water_kefir	fig	fruit	fermented_beverages	51.7	0.4	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK054-1-L-08h-04E7_S14
MortensenS_xxxx__WK054-2-L-08h-04E9_S16__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	78.5	1.4	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK054-2-L-08h-04E9_S16
MortensenS_xxxx__WK055-1-L-08h-04F2_S18__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	62.4	1.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK055-1-L-08h-04F2_S18
MortensenS_xxxx__WK056-2-L-08h-04F8_S24__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	64.8	1.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK056-2-L-08h-04F8_S24
MortensenS_xxxx__WK057-1-L-08h-04G1_S26__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	98	0.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK057-1-L-08h-04G1_S26
MortensenS_xxxx__WK057-1-L-48h-04G2_S27__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	98.9	0.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK057-1-L-48h-04G2_S27
MortensenS_xxxx__WK057-2-L-08h-04G3_S28__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	65.5	2.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK057-2-L-08h-04G3_S28
MortensenS_xxxx__WK057-2-L-08h-04G3_S28__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	97.1	1.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK057-2-L-08h-04G3_S28
MortensenS_xxxx__WK057-2-L-48h-04G4_S29__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	99.2	0.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK057-2-L-48h-04G4_S29
MortensenS_xxxx__WK058-1-L-08h-04G5_S30__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	95.1	0.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_fermentati	Ascomycota	Carlino2024	MortensenS_xxxx__WK058-1-L-08h-04G5_S30
MortensenS_xxxx__WK058-1-L-08h-04G5_S30__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	97.8	2.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK058-1-L-08h-04G5_S30
MortensenS_xxxx__WK058-1-L-48h-04G6_S31__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	82.8	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK058-1-L-48h-04G6_S31
MortensenS_xxxx__WK058-2-G-48h-05H1_S116__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	95.4	2.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK058-2-G-48h-05H1_S116
MortensenS_xxxx__WK058-2-L-08h-04G7_S32__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	91.8	0.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_fermentati	Ascomycota	Carlino2024	MortensenS_xxxx__WK058-2-L-08h-04G7_S32
MortensenS_xxxx__WK058-2-L-08h-04G7_S32__bin.8	water_kefir	water_kefir	fig	fruit	fermented_beverages	97.4	2.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK058-2-L-08h-04G7_S32
MortensenS_xxxx__WK059-1-L-08h-04G9_S34__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	97.4	0.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK059-1-L-08h-04G9_S34
MortensenS_xxxx__WK059-1-L-08h-04G9_S34__bin.9	water_kefir	water_kefir	fig	fruit	fermented_beverages	96.1	2.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK059-1-L-08h-04G9_S34
MortensenS_xxxx__WK059-2-G-48h-05H2_S117__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	56	0.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK059-2-G-48h-05H2_S117
MortensenS_xxxx__WK059-2-G-48h-05H2_S117__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	86.9	2.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK059-2-G-48h-05H2_S117
MortensenS_xxxx__WK059-2-L-08h-04H2_S36__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	96.7	0.6	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora_florentina	Ascomycota	Carlino2024	MortensenS_xxxx__WK059-2-L-08h-04H2_S36
MortensenS_xxxx__WK059-2-L-08h-04H2_S36__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	94.1	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK059-2-L-08h-04H2_S36
MortensenS_xxxx__WK060-1-L-08h-04H4_S38__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	96.9	2.1	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK060-1-L-08h-04H4_S38
MortensenS_xxxx__WK060-1-L-48h-04H5_S39__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	94.5	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK060-1-L-48h-04H5_S39
MortensenS_xxxx__WK060-2-G-48h-05H3_S118__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	87.2	1.6	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK060-2-G-48h-05H3_S118
MortensenS_xxxx__WK060-2-L-08h-04H6_S40__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	98	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK060-2-L-08h-04H6_S40
MortensenS_xxxx__WK060-2-L-48h-04H7_S41__bin.5	water_kefir	water_kefir	fig	fruit	fermented_beverages	86.4	1.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK060-2-L-48h-04H7_S41
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	60.4	1.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK062-2-G-48h-05H5_S120
MortensenS_xxxx__WK062-2-L-48h-04I6_S49__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	62.7	0.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_membranifaciens_group_1	Ascomycota	Carlino2024	MortensenS_xxxx__WK062-2-L-48h-04I6_S49
MortensenS_xxxx__WK063-1-L-08h-04I7_S50__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	94.6	2.3	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK063-1-L-08h-04I7_S50
MortensenS_xxxx__WK063-1-L-48h-04I8_S51__bin.7	water_kefir	water_kefir	fig	fruit	fermented_beverages	91.4	2.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK063-1-L-48h-04I8_S51
MortensenS_xxxx__WK063-2-G-48h-05H6_S121__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	94	2.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK063-2-G-48h-05H6_S121
MortensenS_xxxx__WK063-2-L-08h-04I9_S52__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	92.8	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK063-2-L-08h-04I9_S52
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin.6	water_kefir	water_kefir	fig	fruit	fermented_beverages	88.5	1.9	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK063-2-L-48h-05A1_S53
MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.11	water_kefir	water_kefir	fig	fruit	fermented_beverages	58.6	1.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK064-2-L-08h-05A4_S56
MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	81.3	0.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK065-1-L-08h-05B1_S62
MortensenS_xxxx__WK065-1-L-48h-05B2_S63__bin.2	water_kefir	water_kefir	fig	fruit	fermented_beverages	79.4	0.4	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK065-1-L-48h-05B2_S63
MortensenS_xxxx__WK065-2-L-08h-05B3_S64__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	79.1	0.4	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK065-2-L-08h-05B3_S64
MortensenS_xxxx__WK065-2-L-48h-05B4_S65__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	81	0.4	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK065-2-L-48h-05B4_S65
MortensenS_xxxx__WK066-1-L-08h-05B5_S66__bin.1	water_kefir	water_kefir	fig	fruit	fermented_beverages	88.7	2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK066-1-L-08h-05B5_S66
MortensenS_xxxx__WK066-1-L-48h-05B6_S67__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	85.1	2.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK066-1-L-48h-05B6_S67
MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin.3	water_kefir	water_kefir	fig	fruit	fermented_beverages	61.1	2.5	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	Ascomycota	Carlino2024	MortensenS_xxxx__WK066-2-G-48h-05I1_S125
MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin.4	water_kefir	water_kefir	fig	fruit	fermented_beverages	96.2	2.2	NA	NA	NA	NA	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	Ascomycota	Carlino2024	MortensenS_xxxx__WK066-2-G-48h-05I1_S125
