ID	Species	GCA
168790	Alkalispirochaeta odontotermitis	GCA_000768055
133913	Alkalispirochaeta sphaeroplastigenens	GCA_002916695
17816	Alkalitalea saponilacus	GCA_002201795
8149	Alkanindiges illinoisensis	GCA_000619845
130646	Allgaiera indica	GCA_000687435
17113	Allisonella histaminiformans	GCA_900103425
169955	Alloacidobacterium dinghuense	GCA_014274465
133636	Allobacillus halotolerans	GCA_018967645
5364	Allobaculum stercoricanis	GCA_000384195
141012	Allobranchiibius huperziae	GCA_013410455
8051	Allocatelliglobosispora scoriae	GCA_014204945
131413	Allochromatium humboldtianum	GCA_013385175
23845	Allochromatium palmeri	GCA_009720725
2424	Allochromatium vinosum	GCA_000025485
2436	Allochromatium warmingii	GCA_900107145
132684	Allofrancisella guangzhouensis	GCA_000815225
132682	Allofrancisella inopinata	GCA_004365555
2248	Allofustis seminis	GCA_000374325
2249	Alloiococcus otitis	GCA_000315445
13509	Allokutzneria albata	GCA_000720955
11192	Allonocardiopsis opalescens	GCA_003002095
23199	Alloprevotella rava	GCA_014195585
137052	Alloprevotella tannerae	GCA_000159995
166247	Aquirufa nivalisilvae	GCA_003143535
13641	Allorhizobium borbori	GCA_014196535
134338	Allorhizobium oryzae	GCA_900109605
24482	Allorhizobium pseudoryzae	GCA_011046245
130597	Allorhizobium taibaishanense	GCA_014196735
163970	Allorhizobium terrae	GCA_004801395
138767	Allorhizobium undicola	GCA_000621665
139548	Allorhizobium vitis	GCA_001541345
159664	Allorhizocola rhizosphaerae	GCA_003426775
130498	Allosalinactinospora lopnorensis	GCA_000981225
1758	Alloscardovia criceti	GCA_000376885
23792	Alloscardovia macacae	GCA_002259705
1767	Alloscardovia omnicolens	GCA_000420505
160006	Alloscardovia theropitheci	GCA_004332295
24495	Allosediminivita pacifica	GCA_003054175
14296	Allosphingosinicella vermicomposti	GCA_003012815
133062	Allostreptomyces psammosilenae	GCA_013407765
7516	Alpinimonas psychrophila	GCA_014137865
168782	Alsobacter metallidurans	GCA_014636935
159775	Alsobacter soli	GCA_003004785
163710	Alteraurantiacibacter buctensis	GCA_009827655
133228	Tsuneonella aeria	GCA_009827495
166543	Pelagerythrobacter aerophilus	GCA_003581645
133618	Alteraurantiacibacter aestuarii	GCA_009827405
166461	Tsuneonella amylolytica	GCA_003626915
140729	Pontixanthobacter aquaemixtae	GCA_009827395
166167	Alteraurantiacibacter aquimixticola	GCA_004965515
131265	Croceibacterium atlanticum	GCA_001008165
133169	Pontixanthobacter confluentis	GCA_009827615
140745	Tsuneonella deserti	GCA_014644315
140988	Altericroceibacterium endophyticum	GCA_009827595
134236	Altererythrobacter epoxidivorans	GCA_001281485
159780	Tsuneonella flava	GCA_002870965
133814	Pontixanthobacter gangjinensis	GCA_009827545
140987	Alteriqipengyuania halimionae	GCA_009827575
5397	Altericroceibacterium indicum	GCA_009828105
166460	Altererythrobacter insulae	GCA_003444655
167913	Altererythrobacter ishigakiensis	GCA_001663155
134119	Pontixanthobacter luteolus	GCA_009828095
166532	Parerythrobacter lutipelagi	GCA_005434975
158561	Tsuneonella mangrovi	GCA_002269345
5398	Pelagerythrobacter marensis	GCA_001028625
133493	Pelagerythrobacter marinus	GCA_009827515
166512	Alteripontixanthobacter maritimus	GCA_003340475
133617	Paraurantiacibacter namhicola	GCA_001687545
140815	Tsuneonella rigui	GCA_003958625
133297	Pontixanthobacter sediminis	GCA_009828115
132317	Altererythrobacter sp.	GCA_001427865
133807	Tsuneonella troitsensis	GCA_001441535
168495	Altererythrobacter xiamenensis	GCA_900177715
133643	Altericroceibacterium xinjiangense	GCA_003958635
140743	Croceibacterium xixiisoli	GCA_009827305
1573	Alteribacillus bidgolensis	GCA_002886255
1317	Alteribacillus iranensis	GCA_900113025
1572	Alteribacillus persepolensis	GCA_900099605
1254	Alteribacter aurantiacus	GCA_000429705
169928	Alteribacter keqinensis	GCA_003710255
164197	Alteribacter natronophilus	GCA_006007885
158381	Alteribacter populi	GCA_002352765
166755	Altericroceibacterium spongiae	GCA_003610805
168362	Alteripontixanthobacter muriae	GCA_013336795
169245	Alteriqipengyuania abyssalis	GCA_019857185
449	Alteromonas stellipolaris	GCA_001562195
140995	Alteromonas aestuariivivens	GCA_003367475
130151	Alteromonas australica	GCA_000730385
167561	Alteromonas confluentis	GCA_001757105
168326	Alteromonas facilis	GCA_002807665
167679	Alteromonas flava	GCA_002807685
450	Alteromonas genovensis	GCA_010500895
168991	Alteromonas halophila	GCA_014651815
134153	Alteromonas hispanica	GCA_010500915
159815	Alteromonas alterisediminis	GCA_003056425
133345	Alteromonas lipolytica	GCA_001758465
444	Alteromonas macleodii	GCA_000172635
132690	Alteromonas macleodii	GCA_000808595
132691	Alteromonas macleodii	GCA_000808635
132839	Alteromonas marina	GCA_000808575
445	Alteromonas mediterranea	GCA_000020585
23555	Alteromonas mediterranea	GCA_000439575
23556	Alteromonas mediterranea	GCA_000439555
23557	Alteromonas mediterranea	GCA_000439535
23560	Alteromonas mediterranea	GCA_000439595
23563	Alteromonas mediterranea	GCA_000439495
23565	Alteromonas mediterranea	GCA_000439515
23570	Alteromonas mediterranea	GCA_000439475
162094	Alteromonas naphthalenivorans	GCA_000213655
12685	Alteromonas nigrifaciens	GCA_002221505
158616	Alteromonas oceani	GCA_003731635
140746	Alteromonas pelagimontana	GCA_002499975
166612	Alteromonas ponticola	GCA_012911815
164327	Alteromonas portus	GCA_005117025
164688	Alteromonas profundi	GCA_010500865
166518	Alteromonas sediminis	GCA_003820355
446	Alteromonas stellipolaris	GCA_001433715
10433	Alysiella crassa	GCA_000745955
10434	Alysiella filiformis	GCA_014054525
23153	Amantichitinum ursilacus	GCA_001294205
139986	Amaricoccus macauensis	GCA_014201905
164521	Amaricoccus solimangrovi	GCA_006385685
5424	Amedibacillus dolichus	GCA_000154285
160007	Amedibacterium intestinale	GCA_010537335
163898	Amedibacterium intestinale	GCA_010537155
130325	Aminicella lysinilytica	GCA_004362975
17782	Aminiphilus circumscriptus	GCA_000526375
158376	Aminipila butyrica	GCA_010669305
167871	Aminipila luticellarii	GCA_004103735
169770	Aminipila terrae	GCA_010120715
24744	Aminivibrio pyruvatiphilus	GCA_004366815
11853	Aminobacter aganoensis	GCA_014206975
11857	Aminobacter aminovorans	GCA_004341645
11858	Aminobacter aminovorans	GCA_014195595
168687	Aminobacter anthyllidis	GCA_018555685
13540	Aminobacter carboxidus	GCA_014863355
11861	Aminobacter ciceronei	GCA_014138625
11862	Aminobacter carboxidus	GCA_014207495
11860	Aminobacter niigataensis	GCA_014200015
131248	Aminobacter sp.	GCA_001424795
17767	Aminobacterium colombiense	GCA_000025885
17768	Aminobacterium mobile	GCA_000526395
17769	Aminomonas paucivorans	GCA_000165795
16789	Ammonifex degensii	GCA_000024605
16790	Ammonifex thiophilus	GCA_003368535
11378	Ammoniphilus oxalaticus	GCA_003609605
132587	Ammoniphilus resinae	GCA_017873965
166423	Amnibacterium flavum	GCA_003097495
7508	Amnibacterium kyonggiense	GCA_004364555
164406	Amnibacterium setariae	GCA_003581425
164234	Amnimonas aquatica	GCA_002943415
17873	Amorphus coralli	GCA_000374525
1408	Amphibacillus cookii	GCA_016908375
1407	Amphibacillus jilinensis	GCA_000306965
23742	Amphibacillus marinus	GCA_900110345
1406	Amphibacillus sediminis	GCA_001552275
1403	Amphibacillus xylanus	GCA_000307165
140072	Amphiplicatus metriothermophilus	GCA_014199495
11296	Amphritea atlantica	GCA_024347255
134369	Amphritea balenae	GCA_003858655
134368	Amphritea japonica	GCA_000381785
166509	Amphritea opalescens	GCA_003957515
167851	Amphritea pacifica	GCA_016924145
161855	Aliamphritea spongicola	GCA_017051665
168321	Amycolatopsis acidicola	GCA_007713735
166849	Amycolatopsis acididurans	GCA_012328925
141006	Amycolatopsis acidiphila	GCA_007713745
169836	Amycolatopsis aidingensis	GCA_018885265
13230	Amycolatopsis alba	GCA_000384215
133131	Amycolatopsis albispora	GCA_003312875
167397	Amycolatopsis alkalitolerans	GCA_006152065
167077	Amycolatopsis anabasis	GCA_009765355
159864	Amycolatopsis antarctica	GCA_002262875
13516	Amycolatopsis arida	GCA_004365925
13248	Amycolatopsis australiensis	GCA_900119165
13222	Amycolatopsis azurea	GCA_000340415
13241	Amycolatopsis balhimycina	GCA_000384295
13284	Amycolatopsis bartoniae	GCA_007713755
13257	Amycolatopsis benzoatilytica	GCA_000383915
24444	Amycolatopsis cihanbeyliensis	GCA_006715045
13279	Amycolatopsis circi	GCA_003385235
13229	Amycolatopsis coloradensis	GCA_001953865
13252	Amycolatopsis decaplanina	GCA_000342005
167497	Amycolatopsis dendrobii	GCA_014145675
166244	Amycolatopsis eburnea	GCA_003937945
13265	Amycolatopsis echigonensis	GCA_014174495
132133	Amycolatopsis endophytica	GCA_013410405
13232	Amycolatopsis thermoflava	GCA_003752125
133703	Amycolatopsis granulosa	GCA_011758745
13231	Amycolatopsis japonica	GCA_000732925
13262	Amycolatopsis jejuensis	GCA_000717335
23214	Amycolatopsis jiangsuensis	GCA_014204865
13245	Amycolatopsis kentuckyensis	GCA_002155975
13240	Amycolatopsis keratiniphila	GCA_001953855
13242	Amycolatopsis keratiniphila	GCA_001620365
13246	Amycolatopsis lexingtonensis	GCA_002156005
13214	Amycolatopsis lurida	GCA_000749465
13227	Amycolatopsis magusensis	GCA_017875555
13267	Amycolatopsis marina	GCA_900111885
13220	Nocardia mediterranei	GCA_000220945
13219	Nocardia mediterranei	GCA_000696405
13221	Nocardia mediterranei	GCA_000700945
165740	Amycolatopsis methanolica	GCA_000371885
13259	Amycolatopsis nigrescens	GCA_000384315
13266	Amycolatopsis niigatensis	GCA_002846615
163847	Amycolatopsis nivea	GCA_004522235
13215	Amycolatopsis orientalis	GCA_000478275
13216	Amycolatopsis orientalis	GCA_000411975
13218	Amycolatopsis orientalis	GCA_000411995
13254	Amycolatopsis palatopharyngis	GCA_003385185
159669	Amycolatopsis panacis	GCA_003600245
166702	Amycolatopsis pithecellobii	GCA_009707865
13247	Amycolatopsis pretoriensis	GCA_002156025
13264	Amycolatopsis regifaucium	GCA_001558125
158797	Amycolatopsis rhizosphaerae	GCA_007713715
13255	Amycolatopsis rifamycinica	GCA_000695625
130586	Amycolatopsis roodepoortensis	GCA_014873915
13243	Amycolatopsis rubida	GCA_900115345
13260	Amycolatopsis saalfeldensis	GCA_900110575
13235	Amycolatopsis sacchari	GCA_900114035
169412	Amycolatopsis sp.	GCA_019468465
166143	Amycolatopsis suaedae	GCA_004214935
13223	Amycolatopsis sulphurea	GCA_002564045
13263	Amycolatopsis taiwanensis	GCA_000519205
13274	Amycolatopsis thailandensis	GCA_002234405
13239	Amycolatopsis thermoflava	GCA_000473265
13238	Amycolatopsis tolypomycina	GCA_900105945
13269	Amycolatopsis tucumanensis	GCA_021654135
23215	Amycolatopsis umgeniensis	GCA_014205155
13256	Amycolatopsis vancoresmycina	GCA_000388135
13277	Amycolatopsis viridis	GCA_011758765
13271	Amycolatopsis xylanica	GCA_900107045
140730	Amylibacter cionae	GCA_014643735
159735	Amylibacter kogurei	GCA_002742285
159853	Amylibacter lutimaris	GCA_002860325
158210	Amylibacter ulvae	GCA_014652655
6411	Amylolactobacillus amylophilus	GCA_001311665
6666	Amylolactobacillus amylotrophicus	GCA_001434555
17114	Anaeroarcus burkinensis	GCA_000430605
1559	Anaerobacillus alkalidiazotrophicus	GCA_001866055
131178	Anaerobacillus alkalilacustris	GCA_001866005
158471	Anaerobacillus alkaliphilus	GCA_004116265
1558	Bacillus arseniciselenatis	GCA_001865995
159174	Anaerobacillus isosaccharinicus	GCA_001866075
130804	Anaerobacterium chartisolvens	GCA_003337415
16633	Anaerobiospirillum succiniciproducens	GCA_000482845
16634	Anaerobiospirillum thomasii	GCA_900445255
131449	Anaerobium acetethylicum	GCA_900096945
17964	Anaerobranca californiensis	GCA_900142275
17963	Anaerobranca gottschalkii	GCA_900111575
5428	Anaerobutyricum hallii	GCA_000173975
163991	Anaerobutyricum hallii	GCA_016586395
159670	Anaerobutyricum soehngenii	GCA_009697165
132505	Anaerococcus degeneri	GCA_017874475
17970	Anaerococcus hydrogenalis	GCA_000173355
159986	Anaerococcus jeddahensis	GCA_001182725
17971	Anaerococcus lactolyticus	GCA_000156575
160024	Anaerococcus mediterraneensis	GCA_900128415
132506	Anaerococcus nagyae	GCA_017874535
17975	Anaerococcus octavius	GCA_900445265
24764	Anaerococcus pacaensis	GCA_000308255
159474	Anaerococcus porci	GCA_009696575
17967	Anaerococcus prevotii	GCA_000024105
130835	Anaerococcus provencensis	GCA_000312365
17969	Anaerococcus tetradius	GCA_000159095
17972	Anaerococcus vaginalis	GCA_000163295
17973	Anaerococcus vaginalis	GCA_000307225
2542	Anaerocolumna aminovalerica	GCA_900115365
132584	Anaerocolumna cellulosilytica	GCA_014202875
168001	Anaerocolumna chitinilytica	GCA_014218355
2829	Anaerocolumna jejuensis	GCA_900142215
160206	Anaerocolumna sedimenticola	GCA_009931695
2797	Anaerocolumna xylanovorans	GCA_900143645
169873	Anaerofilum hominis	GCA_014287275
5413	Anaerofustis stercorihominis	GCA_000154825
131107	Anaerofustis stercorihominis	GCA_024623185
159440	Anaerohalosphaera lusitana	GCA_002007645
502	Anaerolinea thermolimosa	GCA_001050195
501	Anaerolinea thermophila	GCA_000199675
132044	Anaeromassilibacillus senegalensis	GCA_001261775
140570	Anaeromicrobium sediminis	GCA_002270055
169896	Anaeromonas frigoriresistens	GCA_016820655
169897	Anaeromonas gelatinilytica	GCA_016820635
17115	Anaeromusa acidaminophila	GCA_000374545
3755	Anaeromyxobacter dehalogenans	GCA_000022145
3757	Anaeromyxobacter dehalogenans	GCA_000013385
169962	Anaeromyxobacter diazotrophicus	GCA_013340205
169963	Anaeromyxobacter oryzae	GCA_023169945
169964	Anaeromyxobacter paludicola	GCA_023169965
17810	Anaerophaga thermohalophila	GCA_000191885
166118	Anaerophilus nitritogenes	GCA_004138215
167699	Anaerorhabdus furcosa	GCA_900167375
166544	Anaerosacchariphilus polymeriproducens	GCA_003363435
159581	Anaerosalibacter bizertensis	GCA_009696605
131344	Anaerosalibacter massiliensis	GCA_024623155
132208	Anaerosolibacter carboniphilus	GCA_014205875
11852	Anaerosphaera aminiphila	GCA_900129925
159365	Anaerosphaera multitolerans	GCA_004006535
23337	Anaerospora hongkongensis	GCA_004339805
168012	Anaerosporobacter faecicola	GCA_012070565
2868	Anaerosporobacter mobilis	GCA_900142955
132639	Anaerosporomusa subterranea	GCA_001611555
157741	Anaerostipes amylophilus	GCA_025567365
6340	Anaerostipes butyraticus	GCA_016586355
6339	Anaerostipes caccae	GCA_000154305
166790	Anaerostipes faecalis	GCA_018982945
5427	Anaerostipes hadrus	GCA_000332875
168417	Anaerostipes hominis	GCA_002270485
167937	Anaerotalea alkaliphila	GCA_010179735
158907	Anaerotignum faecicola	GCA_003865035
2806	Anaerotignum lactatifermentans	GCA_900142265
160539	Anaerotignum lactatifermentans	GCA_014982935
2646	Anaerotignum propionicum	GCA_001561955
17679	Anaerotruncus colihominis	GCA_000154565
131106	Anaerotruncus colihominis	GCA_010206195
160025	Anaerotruncus massiliensis	GCA_900199635
17117	Anaerovibrio lipolyticus	GCA_000803025
158899	Anaerovibrio slackiae	GCA_009695585
18065	Anaerovirgula multivorans	GCA_900188145
17978	Anaerovorax odorimutans	GCA_000426305
17385	Ancylobacter aquaticus	GCA_004339465
17407	Ancylobacter oerskovii	GCA_018390555
158256	Ancylobacter pratisalsi	GCA_010669125
17402	Ancylobacter rudongensis	GCA_900100155
164306	Ancylomarina euxinus	GCA_003863355
168194	Ancylomarina longa	GCA_003996985
166210	Ancylomarina salipaludis	GCA_004122035
133003	Ancylomarina subtilis	GCA_004217115
5416	Andreesenia angusta	GCA_001855385
10499	Andreprevotia chitinilytica	GCA_000711875
10500	Andreprevotia lacus	GCA_900176275
11380	Bacillus aneurinilyticus	GCA_000466385
11400	Aneurinibacillus danicus	GCA_007991215
11381	Aneurinibacillus migulanus	GCA_000878905
168035	Aneurinibacillus soli	GCA_002355375
11401	Aneurinibacillus terranovensis	GCA_000430625
168910	Aneurinibacillus tyrosinisolvens	GCA_001015055
6155	Ancylobacter tetraedralis	GCA_014195655
132112	Angustibacter sp.	GCA_001426435
560	Anoxybacillus amylolyticus	GCA_001634285
168087	Anoxybacillus ayderensis	GCA_000833605
555	Anoxybacillus caldiproteolyticus	GCA_013761245
23586	Anoxybacillus calidus	GCA_013760845
551	Anoxybacillus flavithermus subsp. flavithermus	GCA_000019045
553	Anoxybacillus kamchatkensis	GCA_013761015
169703	Anoxybacillus karvacharensis	GCA_001996285
561	Anoxybacillus mongoliensis	GCA_014201515
552	Anoxybacillus pushchinoensis	GCA_900111795
562	Anoxybacillus rupiensis	GCA_014196195
567	Anoxybacillus salavatliensis	GCA_024464675
130160	Anoxybacillus sp.	GCA_001418025
566	Anoxybacillus tengchongensis	GCA_014201585
556	Anoxybacillus tepidamans	GCA_014201465
564	Anoxybacillus thermarum	GCA_000836725
133999	Anoxybacillus vitaminiphilus	GCA_003259935
557	Anoxybacillus voinovskiensis	GCA_014196205
130818	Anoxybacter fermentans	GCA_003991135
130972	Anseongella ginsenosidimutans	GCA_004346135
164593	Antarcticibacterium arcticum	GCA_007993795
158772	Antarcticibacterium flavum	GCA_006159205
163904	Antarcticimicrobium luteum	GCA_004358185
168234	Antarcticimicrobium sediminis	GCA_004348975
13654	Antarctobacter heliothermus	GCA_900188425
157765	Anthropogastromicrobium aceti	GCA_025567095
166269	Antribacter gilvus	GCA_003946865
131543	Antricoccus suffuscus	GCA_003003235
160681	Antrihabitans stalactiti	GCA_012932915
169624	Antrihabitans stalagmiti	GCA_016482825
140874	Apibacter adventoris	GCA_002964975
132969	Apibacter mensalis	GCA_001418685
166255	Apibacter muscae	GCA_007845635
164549	Apibacter raozihei	GCA_004014855
130368	Apilactobacillus apinorum	GCA_001281175
169939	Apilactobacillus apisilvae	GCA_023380225
167475	Apilactobacillus bombintestini	GCA_003627035
6572	Apilactobacillus kunkeei	GCA_001281265
158413	Apilactobacillus micheneri	GCA_002993975
167378	Apilactobacillus nanyangensis	GCA_016861915
6699	Apilactobacillus ozensis	GCA_001311485
158411	Apilactobacillus quenuiae	GCA_002994005
158412	Apilactobacillus timberlakei	GCA_002993965
169940	Apilactobacillus xinyiensis	GCA_019656235
169941	Apilactobacillus zhangqiuensis	GCA_019656215
166268	Aquabacter cavernae	GCA_003993795
6157	Aquabacter spiritensis	GCA_004346185
17926	Aquabacterium commune	GCA_004362855
17927	Aquabacterium fontiphilum	GCA_009909205
166968	Aquabacterium lacunae	GCA_004310865
140105	Aquabacterium olei	GCA_003100395
17924	Aquabacterium parvum	GCA_001447195
159621	Rubrivivax pictus	GCA_005403045
167918	Aquabacterium soli	GCA_003933735
167710	Caldimonas tepidiphila	GCA_003569765
11866	Aquamicrobium aerolatum	GCA_900113935
11864	Aquamicrobium defluvii	GCA_004363725
11865	Aquamicrobium lusatiense	GCA_014201615
167712	Aquariibacter albus	GCA_014145335
10435	Aquaspirillum serpens	GCA_000420525
140816	Aquaticitalea lipolytica	GCA_014641635
168325	Aquella oligotrophica	GCA_002892535
1497	Aquibacillus albus	GCA_016908325
169129	Aquibacillus halophilus	GCA_009649745
166637	Aquibacillus kalidii	GCA_014280935
137369	Aquibacillus koreensis	GCA_025154055
169926	Aquibacillus saliphilus	GCA_020404745
166239	Aquibacillus sediminis	GCA_005870085
166916	Aquibium carbonis	GCA_003970795
166875	Aquibium microcysteis	GCA_014495845
3246	Aquicella lusitana	GCA_003350455
3247	Aquicella siphonis	GCA_902459485
158773	Aquicoccus porphyridii	GCA_008369105
158454	Aquidulcibacter paucihalophilus	GCA_002105465
166539	Cognataquiflexum aquatile	GCA_003316845
17714	Aquiflexum balticum	GCA_900176595
166706	Aquiflexum lacus	GCA_015476655
160532	Aquiluna borgnonia	GCA_013283855
170190	Aquimarina acroporae	GCA_023195925
5596	Aquimarina agarilytica	GCA_000255455
168091	Aquimarina agarivorans	GCA_000218485
140504	Aquimarina aggregata	GCA_001632745
170189	Aquimarina algicola	GCA_006443095
24028	Aquimarina amphilecti	GCA_900109375
169017	Aquimarina atlantica	GCA_000626715
5592	Aquimarina brevivitae	GCA_004216895
158803	Aquimarina celericrescens	GCA_018066725
5593	Aquimarina intermedia	GCA_008124785
5591	Aquimarina latercula	GCA_000430645
133847	Aquimarina longa	GCA_001401755
24027	Aquimarina megaterium	GCA_000520975
5594	Aquimarina muelleri	GCA_000430665
133725	Aquimarina mytili	GCA_016735115
130326	Aquimarina pacifica	GCA_000520955
167677	Aquimarina sediminis	GCA_002895435
5595	Aquimarina spongiae	GCA_900141785
169078	Aquimixticola soesokkakensis	GCA_900172375
17443	Aquimonas voraii	GCA_900101825
166171	Rubrivivax rivuli	GCA_004016505
167051	Aquirhabdus parva	GCA_003351745
164431	Aquirufa antheringensis	GCA_004307425
170207	Aquirufa aurantiipilula	GCA_019923745
167134	Aquirufa beregesia	GCA_011090385
166658	Aquirufa ecclesiirivi	GCA_011250515
170208	Aquirufa lenticrescens	GCA_019916085
166196	Aquirufa nivalisilvae	GCA_004307455
167991	Aquirufa rosea	GCA_004118285
1547	Aquisalibacillus elongatus	GCA_003843875
4301	Aquisalimonas asiatica	GCA_900110585
140856	Aquisalinus flavus	GCA_014534785
166153	Aquisediminimonas profunda	GCA_019443285
166152	Aquisediminimonas sediminicola	GCA_019740335
11947	Aquisphaera giovannonii	GCA_008087625
167225	Aquitalea aquatilis	GCA_005155025
10512	Aquitalea denitrificans	GCA_009856625
10511	Aquitalea magnusonii	GCA_001515285
140914	Aquitalea pelogenes	GCA_001515305
133396	Arachidicoccus ginsenosidivorans	GCA_007971385
167889	Arachidicoccus rhizosphaerae	GCA_900107765
167441	Arachidicoccus soli	GCA_003600625
170202	Arachidicoccus terrestris	GCA_020042345
12653	Arachnia propionica	GCA_001592325
158418	Arachnia rubra	GCA_019973735
166088	Arboricoccus pini	GCA_900187945
169788	Arcanobacterium buesumense	GCA_012563545
204	Arcanobacterium canis	GCA_029625435
197	Arcanobacterium haemolyticum	GCA_000092365
137157	Arcanobacterium haemolyticum	GCA_900445275
199	Arcanobacterium phocae	GCA_900105865
22902	Arcanobacterium phocisimile	GCA_016904675
131544	Arcanobacterium pinnipediorum	GCA_023973165
202	Arcanobacterium pluranimalium	GCA_016907845
140307	Arcanobacterium wilhelmae	GCA_029632765
18096	Archaeoglobus fulgidus	GCA_000008665
132693	Archaeoglobus fulgidus	GCA_000734035
167621	Archaeoglobus neptunius	GCA_016757965
18097	Archaeoglobus profundus	GCA_000025285
18100	Archaeoglobus sulfaticallidus	GCA_000385565
18098	Archaeoglobus veneficus	GCA_000194625
3251	Archangium gephyra	GCA_001027285
3510	Archangium sp.	GCA_001896145
3766	Arcicella aurantiaca	GCA_003148625
168244	Arcobacter acticola	GCA_013177675
23819	Arcobacter anaerophilus	GCA_004116345
159598	Arcobacter aquimarinus	GCA_004115795
2094	Arcobacter butzleri	GCA_000014025
167686	Arcobacter caeni	GCA_003063245
158655	Malaciobacter canalis	GCA_002723485
2096	Arcobacter cibarius	GCA_000522465
159585	Arcobacter cloacae	GCA_004115805
2091	Arcobacter cryaerophilus	GCA_003660105
143214	Arcobacter cryaerophilus	GCA_002993065
22945	Arcobacter defluvii	GCA_004115775
159599	Halarcobacter ebronensis	GCA_004116565
160690	Pseudarcobacter ellisii	GCA_003544915
156895	Arcobacter faecis	GCA_013201705
140702	Arcobacter lekithochrous	GCA_003049765
2097	Arcobacter halophilus	GCA_002837275
168528	Arcobacter lacus	GCA_003063295
156896	Arcobacter lanthieri	GCA_013201625
132928	Arcobacter lekithochrous	GCA_013283835
2100	Arcobacter marinus	GCA_002723495
166638	Arcobacter molluscorum	GCA_002701265
2098	Arcobacter mytili	GCA_003346775
2092	Arcobacter nitrofigilis	GCA_000092245
158204	Arcobacter pacificus	GCA_004214795
155204	Arcobacter porcinus	GCA_004299785
2095	Arcobacter skirrowii	GCA_003544835
2099	Arcobacter thereius	GCA_001695395
2101	Arcobacter trophiarum	GCA_003355515
167550	Arcobacter vandammei	GCA_016106035
168554	Pseudarcobacter venerupis	GCA_004023405
168328	Arcticibacter pallidicorallinus	GCA_003002875
140651	Arcticibacter svalbardensis	GCA_000403135
23259	Arcticibacter tournemirensis	GCA_006716645
133367	Arcticibacterium luteifluviistationis	GCA_003258705
140943	Psychroserpens luteus	GCA_015319355
24797	Ardenticatena maritima	GCA_001293545
167480	Arenibacter amylolyticus	GCA_002150785
168542	Arenibacter aquaticus	GCA_003957295
158623	Arenibacter catalasegens	GCA_002909235
5484	Arenibacter certesii	GCA_000429545
5485	Arenibacter echinorum	GCA_003259375
133835	Arenibacter hampyeongensis	GCA_002909255
166366	Arenibacter lacus	GCA_008711145
5481	Arenibacter latericius	GCA_000424985
5482	Arenibacter palladensis	GCA_900129275
5483	Arenibacter troitsensis	GCA_900177645
167136	Arenibacterium halophilum	GCA_005938225
130841	Arenicella chitinivorans	GCA_014651515
17916	Arenicella xantha	GCA_003315245
159746	Arenimonas caeni	GCA_003024235
17445	Arenimonas composti	GCA_000426365
17444	Arenimonas donghaensis	GCA_000743535
168205	Arenimonas fontis	GCA_008386465
17446	Arenimonas malthae	GCA_000747075
162589	Arenimonas maotaiensis	GCA_014638745
24669	Arenimonas metalli	GCA_000747155
17448	Arenimonas oryziterrae	GCA_000420545
140971	Arenimonas soli	GCA_014643775
164486	Arenimonas terrae	GCA_006265115
133984	Algibacter luteus	GCA_000283015
4269	Arhodomonas aquaeolei	GCA_000374645
17836	Armatimonas rosea	GCA_014202505
13883	Aromatoleum anaerobium	GCA_012910705
158119	Aromatoleum aromaticum	GCA_000025965
158118	Aromatoleum aromaticum	GCA_012910915
158117	Aromatoleum bremense	GCA_012910925
13886	Aromatoleum buckelii	GCA_012910785
13882	Aromatoleum diolicum	GCA_012910955
158120	Aromatoleum petrolei	GCA_012910985
13887	Aromatoleum toluvorans	GCA_012910905
6239	Arsenicicoccus bolidensis	GCA_000426385
169800	Arsenicicoccus cauae	GCA_009707125
24107	Arsenicicoccus dermatophilus	GCA_022568795
6241	Arsenicicoccus piscis	GCA_022568835
133299	Arsenicitalea aurantiaca	GCA_003994485
169720	Arsenophonus apicola	GCA_020268605
4305	Arsenophonus nasoniae	GCA_000429565
24825	Arsukibacterium ikkense	GCA_000987775
170061	Arsukibacterium indicum	GCA_019100565
7575	Arthrobacter agilis	GCA_002927255
7625	Arthrobacter alpinus	GCA_900105965
159175	Arthrobacter bussei	GCA_009377195
7603	Arthrobacter castelli	GCA_000430705
169799	Arthrobacter cavernae	GCA_017368795
158836	Arthrobacter celericrescens	GCA_003614925
168391	Arthrobacter cheniae	GCA_003602275
7520	Arthrobacter citreus	GCA_009192745
164638	Arthrobacter crusticola	GCA_004357995
7629	Arthrobacter cryoconiti	GCA_020905375
7521	Arthrobacter crystallopoietes	GCA_002849715
7630	Arthrobacter cupressi	GCA_013409905
132518	Arthrobacter deserti	GCA_012395865
132484	Arthrobacter echini	GCA_004803505
130422	Pseudarthrobacter enclensis	GCA_001457025
7591	Arthrobacter gandavensis	GCA_009192735
167767	Arthrobacter glacialis	GCA_002909445
7522	Arthrobacter globiformis	GCA_000238915
167914	Arthrobacter jiangjiafuii	GCA_017898065
7611	Arthrobacter koreensis	GCA_009193255
131319	Arthrobacter liuii	GCA_014639275
7627	Arthrobacter livingstonensis	GCA_003219815
7585	Arthrobacter luteolus	GCA_001552075
164544	Arthrobacter mobilis	GCA_012395835
7618	Arthrobacter oryzae	GCA_003634095
7531	Arthrobacter pascens	GCA_017052465
7605	Arthrobacter pigmenti	GCA_011927905
130421	Arthrobacter pityocampae	GCA_002927275
