mag_id,substrate,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,group,study_catalog
WalshL_xxxx__O5__bin.3,dairy,95.76719577,0,103,1630262,37.86,26534,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__S11__bin.2,dairy,93.38624339,0,296,1504043,38.3,6661,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__S12__bin.3,dairy,100,0.176366843,137,1858540,37.79,22264,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__T1__bin.1,dairy,98.14814815,0.705467372,148,1798534,38,17466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_TEAGASC_1__TGS13-27__bin.1,dairy,100,0.529100529,36,2055519,37.45,167130,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2544__bin.12,dairy,99.47089947,4.012345679,184,2303276,37.92,36915,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2549__bin.13,dairy,95.23809524,1.398337113,57,1597079,38.05,61826,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB02-25__bin.8,dairy,90.10013085,0,132,1298362,38.09,13194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB02-26__bin.1,dairy,98.41269841,0,104,1358674,38.12,19303,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
EinsonEJ_2018__SRS2706106__bin.2,fruits_and_vegetables,98.57096309,0.440917108,154,2113193,37.64,31155,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
EinsonEJ_2018__SRS2706108__bin.6,fruits_and_vegetables,91.00529101,0.793650794,57,1641573,37.63,66457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LeechJ_2020__ERS3967708__bin.2,fermented_beverages,91.66666667,1.058201058,149,1347931,38.22,12161,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_1__P2147_73322__bin.53,dairy,92.65873016,0.899470899,227,1413214,37.99,7846,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__J1__bin.2,dairy,100,0,122,1702628,37.99,21483,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__N7__bin.4,dairy,98.41269841,0,131,1650422,37.86,21716,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__N8__bin.3,dairy,100,0,107,1767942,37.73,32660,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__N9__bin.3,dairy,100,0,75,1749809,37.71,46779,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__P6__bin.1,dairy,91.72335601,1.322751323,303,1503092,38.11,5712,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__S4__bin.1,dairy,98.94179894,0,118,1595034,37.99,19494,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__S5__bin.2,dairy,95.41446208,0,95,1537247,37.92,22565,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__AS001_71775__bin.11,dairy,98.94179894,0.264550265,111,1969082,37.62,57426,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__MV011_71775__bin.11,dairy,94.97354497,2.134038801,281,1544734,37.97,6572,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__O-22__bin.6,dairy,99.86772487,1.322751323,172,1929061,37.7,35209,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-27__bin.12,dairy,95.05888377,1.76366843,150,1667200,37.84,19703,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q04-29__bin.8,dairy,90.66265574,3.968253968,179,1849671,37.55,20154,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_TEAGASC_1__TGS13-28__bin.3,dairy,100,1.058201058,23,2009805,37.61,207800,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_TEAGASC_1__TGS14-22__bin.26,dairy,97.74705581,0.529100529,64,1681387,37.77,60457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2519__bin.7,dairy,92.41622575,1.058201058,92,1551816,37.93,23979,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2520__bin.5,dairy,98.94179894,0,72,1662554,37.79,40804,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2521__bin.2,dairy,95.66905615,0.881834215,112,1573638,37.83,18716,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2545__bin.13,dairy,100,3.571428571,181,2359534,38.18,38615,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2628__bin.2,dairy,97.8659612,4.497354497,201,2009163,37.61,16175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2631__bin.14,dairy,98.23633157,4.280904281,154,2126796,37.43,31228,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2635__bin.7,dairy,100,0.017067759,55,1759525,37.73,85871,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_118__bin.13,dairy,100,0.529100529,22,1937847,37.54,275238,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_26__bin.8,dairy,98.41269841,0,89,1390128,38.03,24654,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB02-21__bin.8,dairy,94.40035273,0.105820106,149,1257779,38.15,11964,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB09-23__bin.11,dairy,97.35449735,0,84,1405659,37.98,24910,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__J12__bin.3,dairy,97.88359788,0,106,1693765,37.91,26345,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__k11__bin.2,dairy,98.94179894,0,142,1726947,37.79,20031,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__k12__bin.2,dairy,99.47089947,0,152,1750177,37.94,18734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__k1__bin.1,dairy,96.82539683,0.529100529,198,1776258,37.96,15128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__L11__bin.1,dairy,98.67724868,0.529100529,181,1588052,38.12,12981,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__L12__bin.1,dairy,99.47089947,0,101,1759322,37.7,34034,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__L1__bin.2,dairy,96.2962963,0.264550265,191,1682540,38.05,12919,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__M1__bin.1,dairy,98.41269841,0,204,1705499,37.97,12804,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__P8__bin.4,dairy,96.82539683,0.264550265,269,1641655,38.1,7969,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__P9__bin.1,dairy,98.94179894,0,199,1720616,37.92,13128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__V2__bin.3,dairy,97.61904762,0.529100529,220,1634202,38.1,11409,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshAM_2020__ERS3466793__bin.1,dairy,93.12169312,0,142,1813425,37.86,19531,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__PU007_71775__bin.10,dairy,99.72691586,0,38,1698370,37.76,84328,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__AS202_73417__bin.5,dairy,100,0.529100529,25,2024627,37.66,207800,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_102__bin.13,dairy,93.2379349,1.102292769,252,1487168,38.01,6970,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_67__bin.23,dairy,91.6550037,0.705467372,199,1506859,37.92,9887,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LandisEA_2021__SRS5652931__bin.2,grains,91.53439153,0.529100529,13,1564163,37.67,238314,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LeechJ_2020__ERS3967690__bin.2,grains,98.41269841,1.234567901,142,1866372,37.62,20250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LeechJ_2020__ERS3967697__bin.3,fermented_beverages,99.29453263,0,111,1899503,37.59,34834,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LeechJ_2020__ERS3967700__bin.4,dairy,99.47089947,0.529100529,157,1990722,37.85,28006,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LeechJ_2020__ERS3967721__bin.2,dairy,96.95767196,2.174574728,199,1331585,38.18,8849,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
LeechJ_2020__ERS3967741__bin.6,fermented_beverages,100,0.705467372,79,1962279,37.71,50148,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK009-1-L-08h-01I6_S57__bin.2,fermented_beverages,94.61654435,2.645502646,298,2015840,37.49,8757,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK009-1-L-48h-01I7_S58__bin.11,fermented_beverages,94.96927803,3.589065256,277,2063258,37.4,9632,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK009-2-L-08h-01I8_S59__bin.3,fermented_beverages,94.5895204,3.880070547,266,1678698,37.94,8981,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK009-2-L-48h-01I9_S60__bin.2,fermented_beverages,96.75001422,3.324514991,261,2072595,37.49,11298,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK010-2-L-48h-02A4_S64__bin.6,fermented_beverages,99.3343574,0.176366843,178,2146338,37.25,21914,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK011-1-L-08h-02A5_S65__bin.5,fermented_beverages,99.47089947,2.028218695,109,1988154,37.63,26591,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.5,fermented_beverages,99.27849928,1.975308642,104,2044176,37.67,31610,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK011-2-L-08h-02A7_S67__bin.4,fermented_beverages,99.47089947,0.529100529,93,1986781,37.75,37701,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.9,fermented_beverages,98.94179894,0.837742504,116,2071369,37.57,32996,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK019-2-L-48h-02E4_S100__bin.6,fermented_beverages,97.18381976,1.058201058,332,1880556,38.04,7307,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK021-1-L-48h-02F1_S106__bin.6,fermented_beverages,100,0.529100529,11,1925143,37.65,236827,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK051-1-L-08h-04D4_S2__bin.4,fermented_beverages,98.42336576,1.587301587,264,1929764,37.81,11451,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK051-1-L-48h-04D5_S3__bin.2,fermented_beverages,94.04335211,0,47,1476096,38.13,71226,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK051-2-L-08h-04D6_S4__bin.4,fermented_beverages,98.82232463,0.529100529,215,1901560,37.7,13313,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK051-2-L-48h-04D7_S5__bin.6,fermented_beverages,97.71292029,0.529100529,81,1854543,37.76,37713,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK054-1-L-08h-04E7_S14__bin.3,fermented_beverages,100,0,13,1886799,37.67,268859,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MortensenS_xxxx__WK054-2-L-48h-04F1_S17__bin.13,fermented_beverages,100,0,41,1990874,37.58,129772,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__A8__bin.1,dairy,96.64902998,1.058201058,147,1624218,37.95,16172,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__A9__bin.3,dairy,90.81128748,2.116402116,265,1475666,38.29,7160,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__B8__bin.4,dairy,95.14991182,0.396825397,304,1558906,38.16,6727,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__F6__bin.1,dairy,92.06349206,0,15,1781390,37.61,216861,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__J10__bin.1,dairy,97.35449735,0,176,1565076,38.09,12140,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__P4__bin.3,dairy,96.82539683,1.058201058,200,1612616,38.05,11610,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__P5__bin.3,dairy,99.47089947,0,95,1714152,37.81,34896,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__R4__bin.1,dairy,100,0.705467372,90,1957576,37.72,42546,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__R5__bin.5,dairy,98.94179894,1.234567901,61,1832669,37.8,59009,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__T4__bin.2,dairy,100,0,85,1805620,37.76,42412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
WalshL_xxxx__T5__bin.1,dairy,100,0,76,1737965,37.83,46732,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__FO001_71775__bin.3,dairy,97.24867725,2.028218695,208,1715384,37.99,13298,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_1__MO002_71775__bin.11,dairy,100,0,46,2056292,37.54,139143,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_1__RC17-02__bin.17,dairy,93.38624339,1.14638448,149,1355508,37.89,12481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__I-20__bin.5,dairy,94.97354497,1.234567901,210,1873625,37.56,15170,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__M-22__bin.10,dairy,95.23809524,0.264550265,81,1582969,37.98,39789,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-21__bin.19,dairy,98.14814815,0.176366843,154,1636948,37.97,16695,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-23.1__bin.8,dairy,96.04377104,0.881834215,219,1717787,37.81,9846,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-24.1__bin.5,dairy,96.22895623,1.25163566,212,1595435,37.97,11042,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-25.1__bin.26,dairy,94.08168992,3.791887125,242,1466727,38.06,7368,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-28__bin.13,dairy,92.19499139,1.534391534,241,1655253,37.79,8974,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_UNINA_2__V-30__bin.18,dairy,98.90766342,0.665642601,104,1759728,37.76,27843,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
AlvarezOrdonezA_xxxx__Q07-20__bin.12,dairy,99.02837903,1.133786848,162,1845808,37.61,18496,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2518__bin.1,dairy,99.33862434,1.075268817,102,1601702,38.01,20111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2529__bin.8,dairy,94.17989418,0,30,1567105,37.78,96166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_CSIC_2__P2623__bin.13,dairy,97.57094757,3.262786596,110,1691522,37.85,36168,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DF_99__bin.1,dairy,93.38624339,0,118,1296297,38.11,17556,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_105__bin.18,meat,96.2962963,0,79,1596282,37.77,38196,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
DeFilippisF_xxxx__DS_111__bin.2,meat,99.41969619,1.340388007,131,1836518,37.87,26084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB02-23__bin.3,dairy,93.91534392,0.529100529,98,1289321,38.09,19466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB09-24__bin.4,dairy,97.35449735,0,85,1377863,37.99,22534,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB09-25__bin.3,dairy,96.2962963,0,83,1393881,37.98,26442,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
MASTER_WP4_FFoQSI_3__VB09-26__bin.4,dairy,100,0,85,1453788,37.99,24630,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_mesenteroides,Firmicutes,Carlino2024
