mag_id,substrate,completeness,contamination,domain,phylum,class,order,family,genus,species,study_catalog,group
HeilCS_2018__Old_Warehouse_metagenome__bin.2,fermented_beverages,84.8,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
HeilCS_2018__Old_Warehouse_metagenome__bin.6,fermented_beverages,99,3.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
KastmanEK_2016__CSB600__bin.6,dairy,85,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,unknown,unknown,Carlino2024,Ascomycota
KastmanEK_2016__CSB619__bin.7,dairy,95.2,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
KastmanEK_2016__CSB619__bin.2,dairy,97.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
KastmanEK_2016__CSB720__bin.5,dairy,93.5,0.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis_brevicaulis,Carlino2024,Ascomycota
KastmanEK_2016__CSB720__bin.6,dairy,98.5,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
KastmanEK_2016__CSB729__bin.5,dairy,74.2,0.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
KastmanEK_2016__CSB734__bin.5,dairy,54,0.4,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,unknown,Carlino2024,Ascomycota
KastmanEK_2016__CSB734__bin.8,dairy,98.9,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
KastmanEK_2016__CSB888__bin.3,dairy,69.3,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
LandisEA_2021__SRS5653152__bin.3,grains,83.2,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_2020__ERS3967689__bin.6,dairy,79.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
LeechJ_2020__ERS3967692__bin.6,grains,52.9,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_saulgeensis,Carlino2024,Ascomycota
LeechJ_2020__ERS3967694__bin.3,fruits_and_vegetables,70.1,0.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Starmerella,Starmerella_bacillaris,Carlino2024,Ascomycota
LeechJ_2020__ERS3967694__bin.5,fruits_and_vegetables,95.4,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_saulgeensis,Carlino2024,Ascomycota
LeechJ_2020__ERS3967695__bin.11,fruits_and_vegetables,72.6,1.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_saulgeensis,Carlino2024,Ascomycota
LeechJ_2020__ERS3967700__bin.2,dairy,54.4,0.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_fermentans,Carlino2024,Ascomycota
LeechJ_2020__ERS3967701__bin.2,fermented_beverages,88.7,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces_anomalus,Carlino2024,Ascomycota
LeechJ_2020__ERS3967711__bin.10,fruits_and_vegetables,59.1,1.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_barnettii,Carlino2024,Ascomycota
LeechJ_2020__ERS3967714__bin.6,fermented_beverages,92.7,2.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_uvarum,Carlino2024,Ascomycota
LeechJ_2020__ERS3967732__bin.5,fruits_and_vegetables,63.8,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
LeechJ_2020__ERS3967741__bin.10,fermented_beverages,57,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_fermentans,Carlino2024,Ascomycota
LeechJ_2020__ERS3967742__bin.3,fruits_and_vegetables,93.4,1.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_barnettii,Carlino2024,Ascomycota
LeechJ_xxxx__AF11__bin.3,seed,84.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
LeechJ_xxxx__AF11__bin.9,seed,96.5,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
LeechJ_xxxx__AF14__bin.10,dairy,51.2,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,unknown,unknown,Carlino2024,Ascomycota
LeechJ_xxxx__AF14__bin.4,dairy,97.7,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
LeechJ_xxxx__AF14__bin.6,dairy,79.5,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
LeechJ_xxxx__AF17__bin.1,fermented_beverages,98.9,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,Carlino2024,Ascomycota
LeechJ_xxxx__AF17__bin.2,fermented_beverages,88.7,0.1,Eukaryota,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unknown,Carlino2024,Ascomycota
LeechJ_xxxx__AF25__bin.11,fermented_tubers_and_roots,75.4,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella_versatilis,Carlino2024,Ascomycota
LeechJ_xxxx__AF25__bin.17,fermented_tubers_and_roots,95.9,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,unknown,unknown,Carlino2024,Ascomycota
LeechJ_xxxx__AF26__bin.5,grains,80,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,unknown,Carlino2024,Ascomycota
LeechJ_xxxx__AF26__bin.14,grains,70.9,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,unknown,Carlino2024,Ascomycota
LeechJ_xxxx__AF28__bin.1,fermented_beverages,93.8,1.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF29__bin.7,grains,56.8,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF29__bin.14,grains,97.3,1.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Candida_glabrata,Carlino2024,Ascomycota
LeechJ_xxxx__AF31__bin.1,fermented_beverages,61.3,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea_fermentati,Carlino2024,Ascomycota
LeechJ_xxxx__AF31__bin.2,fermented_beverages,89.3,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF32__bin.1,fermented_beverages,93.7,1.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF39__bin.4,fermented_beverages,94.8,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF40__bin.1,fermented_beverages,97.4,2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF55__bin.7,fermented_beverages,95.8,1.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF63__bin.3,fermented_tubers_and_roots,54.8,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
LeechJ_xxxx__AF64__bin.2,dairy,54.6,0.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF67__bin.3,fermented_beverages,97.7,2.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF67__bin.4,fermented_beverages,62.7,1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_bovina,Carlino2024,Ascomycota
LeechJ_xxxx__AF77__bin.1,fermented_beverages,92.1,1.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,Carlino2024,Ascomycota
LeechJ_xxxx__AF81__bin.2,fermented_tubers_and_roots,69.2,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,Carlino2024,Ascomycota
LeechJ_xxxx__AF81__bin.5,fermented_tubers_and_roots,58.7,0.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
LeechJ_xxxx__AF81__bin.8,fermented_tubers_and_roots,91.6,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia_kudriavzevii,Carlino2024,Ascomycota
LeechJ_xxxx__AF82__bin.10,fermented_tubers_and_roots,69.4,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,unknown,Carlino2024,Ascomycota
LiZ_2018__SRS2920550__bin.14,fermented_beverages,68.2,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fumigatus,Carlino2024,Ascomycota
LiZ_2018__SRS2920550__bin.12,fermented_beverages,90.3,1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,Rasamsonia_emersonii,Carlino2024,Ascomycota
LiZ_2018__SRS2920550__bin.19,fermented_beverages,92.9,0.4,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor_pusillus,Carlino2024,Mucoromycota
LiZ_2018__SRS2920550__bin.20,fermented_beverages,94.3,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_adeninivorans,Carlino2024,Ascomycota
LiZ_2018__SRS2920551__bin.2,fermented_beverages,52.4,0.6,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,Rasamsonia_emersonii,Carlino2024,Ascomycota
LiZ_2018__SRS2920551__bin.4,fermented_beverages,92.8,0.4,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor_pusillus,Carlino2024,Mucoromycota
LiZ_2018__SRS2920551__bin.8,fermented_beverages,94.3,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_adeninivorans,Carlino2024,Ascomycota
LiZ_2018__SRS2920552__bin.6,fermented_beverages,91.8,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tubingensis,Carlino2024,Ascomycota
LiZ_2018__SRS2920552__bin.3,fermented_beverages,91,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_adeninivorans,Carlino2024,Ascomycota
LiZ_2018__SRS2920553__bin.2,fermented_beverages,93.1,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tubingensis,Carlino2024,Ascomycota
LiZ_2018__SRS2920553__bin.4,fermented_beverages,83.9,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_adeninivorans,Carlino2024,Ascomycota
LiZ_2018__SRS2920554__bin.6,fermented_beverages,92.5,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tubingensis,Carlino2024,Ascomycota
LiZ_2018__SRS2920554__bin.3,fermented_beverages,89.9,0.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_adeninivorans,Carlino2024,Ascomycota
LiZ_2018__SRS2920555__bin.18,fermented_beverages,76.8,0.5,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor_pusillus,Carlino2024,Mucoromycota
LiZ_2018__SRS2920555__bin.25,fermented_beverages,94.6,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_adeninivorans,Carlino2024,Ascomycota
LiZ_2019__SRS3379159__bin.2,fruits_and_vegetables,57.8,0.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella_versatilis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2134_73322__bin.16,dairy,93.6,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2147_73322__bin.15,dairy,97.8,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2149_73322__bin.30,dairy,98.1,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2177_73322__bin.3,dairy,90.6,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2217_73323__bin.8,dairy,94.1,0.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2217_73323__bin.9,dairy,97.7,0.4,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,unknown,unknown,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_1__P2219_73323__bin.9,dairy,91.2,0.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2219_73323__bin.17,dairy,97.2,0.5,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,unknown,unknown,Carlino2024,Mucoromycota
MASTER_WP4_CSIC_1__P2227_73323__bin.5,dairy,76.9,1.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2229_73323__bin.2,dairy,82.2,0.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2233_73323__bin.12,dairy,97.8,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2233_73323__bin.17,dairy,78.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_parapsilosis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2233_73323__bin.18,dairy,97.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_fabryi,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2234_73323__bin.3,dairy,96.1,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2235_73323__bin.16,dairy,96.3,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2236_73323__bin.7,dairy,96,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2237_73323__bin.21,dairy,96,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2238_73323__bin.3,dairy,96.2,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2239_73323__bin.17,dairy,95.4,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2239_73323__bin.10,dairy,57.9,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2240_73323__bin.2,dairy,95.2,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2243_73323__bin.9,dairy,95.5,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2243_73323__bin.15,dairy,51,0.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Diutina,Diutina_catenulata,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2243_73323__bin.17,dairy,99.5,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2243_73323__bin.1,dairy,95.6,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2243_73323__bin.6,dairy,95,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2244_73323__bin.4,dairy,94.7,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2244_73323__bin.1,dairy,94.2,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2244_73323__bin.3,dairy,99.4,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2245_73323__bin.10,dairy,95.1,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2245_73323__bin.20,dairy,91.3,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2245_73323__bin.26,dairy,92.7,0.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2245_73323__bin.18,dairy,99,0.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2246_73323__bin.11,dairy,95.1,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2246_73323__bin.19,dairy,99.5,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2247_73323__bin.10,dairy,98.3,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2248_73323__bin.10,dairy,95.5,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2249_73323__bin.24,dairy,96,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2249_73323__bin.20,dairy,93.3,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2249_73323__bin.26,dairy,68,3.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2250_73323__bin.28,dairy,95.5,0.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2250_73323__bin.17,dairy,76.8,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_hansenii_group_1,Carlino2024,Ascomycota
MASTER_WP4_CSIC_1__P2250_73323__bin.8,dairy,99.5,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2498__bin.1,dairy,58.8,2.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2500__bin.10,dairy,87.5,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_marxianus,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2500__bin.6,dairy,99.2,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2502__bin.3,dairy,96.4,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2504__bin.4,dairy,93.6,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2512__bin.5,dairy,94.5,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2517__bin.26,dairy,58.9,0,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces_lactis,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2524__bin.16,dairy,94,0.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia_lipolytica,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2524__bin.3,dairy,88.9,0.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,unknown,unknown,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2544__bin.4,dairy,90.7,0.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2545__bin.24,dairy,79.1,1.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Teunomyces,Candida_sake,Carlino2024,Ascomycota
MASTER_WP4_CSIC_2__P2545__bin.25,dairy,54.7,4.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Geotrichum_candidum,Carlino2024,Ascomycota
