ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
1466,,,,,,#Engineered,"#Food production",#Seafood
1466,,,,,,#Host,#Fishes,
1466,,,,,,#Engineered,"#Food production",#Fermented
1466,,,,,,#Engineered,"#Food production",#Seafood
1466,,,,,,#Host,#Fishes,
1466,,,,,,#Engineered,"#Food production",#Fermented
1466,,,,,,#Engineered,"#Food production",#Seafood
1466,,,,,,#Host,#Fishes,
5972,"Haladaptatus cibarius","DSM 19505, JCM 15962, KCTC 4055","Jeotgal, traditional Korean fermented seafood###salt-fermented seafood","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
5972,,,,,,#Condition,#Saline,
5972,,,,,,#Engineered,"#Food production",#Seafood
5972,,,,,,#Engineered,"#Food production",#Fermented
5972,,,,,,#Condition,#Saline,
5972,,,,,,#Engineered,"#Food production",#Seafood
5968,"Halalkalicoccus jeotgali","DSM 18796, CECT 7217, JCM 14584, KCTC 4019, CGMCC 1.8490, NBRC 110681","From jeotgal###Shrimp jeotgal, traditional Korean fermented seafood###salted shrimp jeotgal (traditional Korean fermented seafood)","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
5968,,,,,,#Condition,#Saline,
5968,,,,,,#Host,#Arthropoda,#Crustacea
5968,,,,,,#Engineered,"#Food production",#Seafood
5968,,,,,,#Engineered,"#Food production",#Fermented
5968,,,,,,#Condition,#Saline,
5968,,,,,,#Host,#Arthropoda,#Crustacea
5968,,,,,,#Engineered,"#Food production",#Seafood
5968,,,,,,#Engineered,"#Food production",#Fermented
5968,,,,,,#Condition,#Saline,
5968,,,,,,#Host,#Arthropoda,#Crustacea
5968,,,,,,#Engineered,"#Food production",#Seafood
134335,"Halobacterium salinarum","BCC 24372, JCM 14661, PCU 302","Salt-fermented fish product (pla-ra) of Thailand###salt fermented fish",,,#Engineered,"#Food production",#Fermented
134335,,,,,,#Condition,#Saline,
134335,,,,,,#Host,#Fishes,
134335,,,,,,#Engineered,"#Food production",#Seafood
134335,,,,,,#Engineered,"#Food production",#Fermented
134335,,,,,,#Condition,#Saline,
134335,,,,,,#Host,#Fishes,
134335,,,,,,#Engineered,"#Food production",#Seafood
6034,"Halomonas alimentaria","DSM 15356, JCM 10888, KCCM 41042, KCTC 12950, CGMCC 1.3500, CIP 107381","Food, Jeotgal, korean traditinal fermented seafood###From jeotgal (Korean traditional fermented seafood)###Jeotgal, Korean traditional fermented seafood###seafood jeotgal","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
6034,,,,,,#Engineered,"#Food production",#Seafood
6034,,,,,,#Engineered,"#Food production",#Fermented
6034,,,,,,#Engineered,"#Food production",#Seafood
6034,,,,,,#Engineered,"#Food production",#Fermented
6034,,,,,,#Engineered,"#Food production",#Seafood
6034,,,,,,#Engineered,"#Food production",#Fermented
6034,,,,,,#Engineered,"#Food production",#Seafood
154210,"Halomonas elongata","CCUG 52759","Table-olive fermentation",Tunisia,Africa,#Engineered,"#Food production",#Fermented
154210,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
140921,"Halomonas garicola","KACC 18117, JCM 30151","Traditional Korean fermented shrimp sauce (saeu-jeot)###Saeu-jeot, a Korean salted and fermented shrimp sauce; sample obtained after 81 days of fermentation",,,#Engineered,"#Food production",#Fermented
140921,,,,,,#Engineered,"#Food production",#Seafood
140921,,,,,,#Condition,#Saline,
140921,,,,,,#Engineered,"#Food production",#Fermented
140921,,,,,,#Engineered,"#Food production",#Seafood
140921,,,,,,#Condition,#Saline,
5956,"Halorubrum cibi","DSM 19504, JCM 15757, KCTC 4026","Salt-fermented seafood, shrimp jeotgal###shrimp jeotgal, a traditional Korean salt-fermented food","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
5956,,,,,,#Host,#Arthropoda,#Crustacea
5956,,,,,,#Engineered,"#Food production",#Seafood
5956,,,,,,#Engineered,"#Food production",#Fermented
5956,,,,,,#Host,#Arthropoda,#Crustacea
5956,,,,,,#Engineered,"#Food production",#Seafood
5885,"Natrinema thermotolerans","DSM 18794, CECT 7218, JCM 14585, KCTC 4020, CCTCC AB 2015393","From shrimp jeotgal, a traditional salt-fermented food###Shrimp jeotgal, a traditional salt-fermented food from Korea###shrimp jeotgal, a traditional fermented food","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
5885,,,,,,#Host,#Arthropoda,#Crustacea
5885,,,,,,#Engineered,"#Food production",#Seafood
5885,,,,,,#Engineered,"#Food production",#Fermented
5885,,,,,,#Host,#Arthropoda,#Crustacea
5885,,,,,,#Engineered,"#Food production",#Seafood
5885,,,,,,#Engineered,"#Food production",#Fermented
5885,,,,,,#Host,#Arthropoda,#Crustacea
5885,,,,,,#Engineered,"#Food production",#Seafood
1511,"Jeotgalibacillus alimentarius","DSM 18867, CIP 107405, JCM 10872, KCCM 80002, CCM 7134, KCTC 13914","Food, Jeotgal, fermented seafood###Jeotgal, Korean traditional fermented seafood###jeotgal (traditional Korean fermented seafood)###traditional fermented seafood (jeotgal)","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
1511,,,,,,#Engineered,"#Food production",#Seafood
1511,,,,,,#Engineered,"#Food production",#Fermented
1511,,,,,,#Engineered,"#Food production",#Seafood
1511,,,,,,#Engineered,"#Food production",#Fermented
1511,,,,,,#Engineered,"#Food production",#Seafood
1511,,,,,,#Engineered,"#Food production",#Fermented
1511,,,,,,#Engineered,"#Food production",#Seafood
14411,"Jeotgalicoccus halotolerans","DSM 17274, CCM 7135, CCUG 47728, CIP 107958, JCM 11198, KCCM 41448, CGMCC 1.6779","Jeotgal###Jeotgal (traditional Korean fermented seafood)###jeotgal, traditional Korean fermented seafood","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
14411,,,,,,#Engineered,"#Food production",#Seafood
14411,,,,,,#Engineered,"#Food production",#Fermented
14411,,,,,,#Engineered,"#Food production",#Seafood
14411,,,,,,#Engineered,"#Food production",#Fermented
14411,,,,,,#Engineered,"#Food production",#Seafood
14411,,,,,,#Engineered,"#Food production",#Fermented
14411,,,,,,#Engineered,"#Food production",#Seafood
14412,"Jeotgalicoccus psychrophilus","DSM 19085, JCM 11199, KCCM 41449, CCUG 47729, CCM 7136, CGMCC 1.6772, CIP 107952","Food, Fermented seafood jeotgal###Jeotgal, traditional Korean fermented seafood###Jeotgal (traditional Korean fermented seafood)###jeotgal, Korean fermented seafood","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
14412,,,,,,#Engineered,"#Food production",#Seafood
14412,,,,,,#Engineered,"#Food production",#Fermented
14412,,,,,,#Engineered,"#Food production",#Seafood
14412,,,,,,#Engineered,"#Food production",#Fermented
14412,,,,,,#Engineered,"#Food production",#Seafood
14412,,,,,,#Engineered,"#Food production",#Fermented
14412,,,,,,#Engineered,"#Food production",#Seafood
7665,"Kocuria atrinae","DSM 23883, JCM 15914, KCTC 19594","From Jeotgal, fermented shellfisg###Korean traditional fermented seafood###jeotgal, traditional fermented seafood","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
7665,,,,,,#Engineered,"#Food production",#Seafood
7665,,,,,,#Engineered,"#Food production",#Fermented
7665,,,,,,#Engineered,"#Food production",#Seafood
7665,,,,,,#Engineered,"#Food production",#Fermented
7665,,,,,,#Engineered,"#Food production",#Seafood
7666,"Kocuria salsicia","DSM 24776, JCM 16361, KACC 21128, NBRC 109970","traditional salt-fermented seafood","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
7666,,,,,,#Engineered,"#Food production",#Seafood
7666,,,,,,#Engineered,"#Food production",#Fermented
7666,,,,,,#Engineered,"#Food production",#Seafood
159749,"Komagataeibacter cocois","CGMCC 1.15338, JCM 31140","gel pellicle sample of naturally fermented coconut milk",China,Asia,#Engineered,"#Food production",#Fermented
159749,,,,,,#Engineered,"#Food production",#Fermented
85,"Komagataeibacter hansenii","DSM 5602, ATCC 35959, BCC 6318, CCUG 18123, LMG 1527, NBRC 14820, NCIMB 8746, JCM 7643, BCRC 14157, CGMCC 1.1811, CIP 103110, IFO 14820, VTT E-97829","Food, Local vinegar brew###Local vinegar brewery###Mutant derived from vinegar isolate NCIB 8745###vinegar",Israel,Asia,#Condition,#Acidic,
85,,,,,,#Engineered,"#Food production",#Food
85,,,,,,#Engineered,"#Food production",#Fermented
85,,,,,,#Condition,#Acidic,
85,,,,,,#Engineered,"#Food production",#Food
85,,,,,,#Engineered,"#Food production",#Fermented
85,,,,,,#Condition,#Acidic,
85,,,,,,#Engineered,"#Food production",#Food
85,,,,,,#Engineered,"#Food production",#Fermented
85,,,,,,#Condition,#Acidic,
85,,,,,,#Engineered,"#Food production",#Food
85,,,,,,#Engineered,"#Food production",#Fermented
23507,"Komagataeibacter hansenii","DSM 46602, ATCC 23769, CCM 1808, IMET 10313, NCIB 8246, RIA 813",vinegar,Israel,Asia,#Condition,#Acidic,
23507,,,,,,#Engineered,"#Food production",#Food
23507,,,,,,#Engineered,"#Food production",#Fermented
92,"Komagataeibacter intermedius","DSM 11804, BCC 36457, JCM 16936, LMG 18909, BCC 36447, BCRC 17055, CIP 105780, ZIM B073","Swiss Kombucha beverage###Liquid phase of a tea fungus beverage (Kombucha)###tea fungus beverage (Komucha)",Switzerland,Europe,#Engineered,"#Food production",#Beverage
92,,,,,,#Host,#Fungi,
92,,,,,,#Engineered,"#Food production",#Fermented
92,,,,,,#Engineered,"#Food production",#Beverage
92,,,,,,#Host,#Fungi,
92,,,,,,#Engineered,"#Food production",#Fermented
92,,,,,,#Engineered,"#Food production",#Beverage
92,,,,,,#Host,#Fungi,
92,,,,,,#Engineered,"#Food production",#Fermented
91,"Komagataeibacter oboediens","DSM 11826, JCM 16937, LMG 18849, NCIMB 13557, LTH 2460, BCC 36445, BCRC 17057, CIP 105763","Food, Red wine vinegar###Submerged cider vinegar fermentation at a factory###industrial red wine vinegar fermentation",Germany,Europe,#Engineered,"#Food production",#Beverage
91,,,,,,#Engineered,#Industrial,
91,,,,,,#Engineered,"#Food production",#Fermented
91,,,,,,#Engineered,"#Food production",#Beverage
91,,,,,,#Engineered,#Industrial,
91,,,,,,#Engineered,"#Food production",#Fermented
91,,,,,,#Engineered,"#Food production",#Beverage
91,,,,,,#Engineered,#Industrial,
91,,,,,,#Engineered,"#Food production",#Fermented
140736,"Kushneria konosiri","KACC 14623, JCM 16805","Korean traditional salt-fermented seafood Daemi-jeot###Daemi-jeot, a traditional Korean salted and fermented seafood, which is made of larval gizzard shad (Konosirus punctatus) with solar salt","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
140736,,,,,,#Host,#Fishes,
140736,,,,,,#Engineered,"#Food production",#Seafood
140736,,,,,,#Condition,#Saline,
140736,,,,,,#Engineered,"#Food production",#Fermented
140736,,,,,,#Host,#Fishes,
140736,,,,,,#Engineered,"#Food production",#Seafood
140736,,,,,,#Condition,#Saline,
6583,"Lacticaseibacillus manihotivorans","CCUG 42894, DSM 13343, LMG 18010, OND 32, JCM 12514, CIP 105851, KCTC 21010","Cassava fermentation process###Cassava fermenter###cassava sour starch fermentation",Colombia,"Middle and South America",#Engineered,"#Food production",#Fermented
6583,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6583,,,,,,#Engineered,"#Food production",#Food
6583,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6583,,,,,,#Engineered,"#Food production",#Fermented
6583,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6583,,,,,,#Engineered,"#Food production",#Food
6583,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6583,,,,,,#Engineered,"#Food production",#Fermented
6583,,,,,,#Host,#Plants,"#Shrub (Scrub)"
6583,,,,,,#Engineered,"#Food production",#Food
6583,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6551,"Lacticaseibacillus paracasei subsp. paracasei","DSM 20006, JCM 1163, KCTC 3166",beer,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6551,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6551,,,,,,#Engineered,"#Food production",#Fermented
6551,,,,,,#Engineered,"#Food production",#Beverage
6551,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6551,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6551,,,,,,#Engineered,"#Food production",#Fermented
6551,,,,,,#Engineered,"#Food production",#Beverage
6555,"Lacticaseibacillus paracasei subsp. paracasei","DSM 20312, ATCC 27092","lactic acid beverage ""Yakult""",,,#Engineered,"#Food production",#Beverage
6555,,,,,,#Engineered,"#Food production",#Fermented
6555,,,,,,#Engineered,"#Food production","#Dairy product"
6564,"Lacticaseibacillus zeae","DSM 20178, ATCC 15820, RIA 482, CCUG 35515, KCTC 3804, JCM 11302, BCRC 17942, LMG 17315, NCIMB 9537, CIP 103253, NCIB 9537","Food, Corn steep liquor###From corn steep ilquor###corn steep liquor",,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6564,,,,,,#Engineered,"#Food production",#Fermented
6564,,,,,,#Engineered,"#Food production",#Beverage
6564,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6564,,,,,,#Engineered,"#Food production",#Fermented
6564,,,,,,#Engineered,"#Food production",#Beverage
6564,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6564,,,,,,#Engineered,"#Food production",#Fermented
6564,,,,,,#Engineered,"#Food production",#Beverage
6564,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6564,,,,,,#Engineered,"#Food production",#Fermented
6564,,,,,,#Engineered,"#Food production",#Beverage
131552,"Lactiplantibacillus herbarum","DSM 100358, CCTCC AB 2015090","traditional Chinese fermented radish",China,Asia,#Engineered,"#Food production",#Fermented
131552,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24139,"Lactiplantibacillus mudanjiangensis","DSM 28402, CCUG 62991, LMG 27194, KCTC 21026, CIP 110706","Korean pickle, Japanese pickle, Chinese pickle###Pickle###traditional pickle###From traditional pickle",China,Asia,#Engineered,"#Food production",#Fermented
24139,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24139,,,,,,#Engineered,"#Food production",#Fermented
24139,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24139,,,,,,#Engineered,"#Food production",#Fermented
24139,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24139,,,,,,#Engineered,"#Food production",#Fermented
24139,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6569,"Lactiplantibacillus paraplantarum","DSM 10667, CIP 104668, CNRZ 1885, CCUG 35983, CST 10961, JCM 12533, ATCC 700211, BCRC 17178, CCM 4613, LMG 16673, NBRC 107151, NCIMB 13579, NRRL B-23115, VTT E-093128","As a beer-spoilage agent###beer contaminant",France,Europe,#Engineered,"#Food production",#Beverage
6569,,,,,,#Engineered,#Laboratory,#Contaminant
6569,,,,,,#Engineered,"#Food production",#Fermented
6569,,,,,,#Engineered,"#Food production",#Beverage
6569,,,,,,#Engineered,#Laboratory,#Contaminant
6569,,,,,,#Engineered,"#Food production",#Fermented
6569,,,,,,#Engineered,"#Food production",#Beverage
6569,,,,,,#Engineered,#Laboratory,#Contaminant
6569,,,,,,#Engineered,"#Food production",#Fermented
6401,"Lactobacillus acetotolerans","DSM 20351, ATCC 27745, IFO 13121, JCM 7524, NBRC 13121, CECT 983, LMG 11452, LMG 11721, NCFB 2402","spoilt sake",,,#Engineered,"#Food production",#Beverage
6401,,,,,,#Environmental,"#Microbial community",
6401,,,,,,#Engineered,"#Food production",#Fermented
141151,"Companilactobacillus allii","KCTC 21077, JCM 31938","From scallion kimchi###Scallion kimchi in Gwangju###scallion kimchi","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
141151,,,,,,#Engineered,"#Food production",#Food
141151,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
141151,,,,,,#Engineered,"#Food production",#Fermented
141151,,,,,,#Engineered,"#Food production",#Food
141151,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
141151,,,,,,#Engineered,"#Food production",#Fermented
141151,,,,,,#Engineered,"#Food production",#Food
141151,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
159711,"Levilactobacillus bambusae","BCRC 80970, NBRC 112377","traditional fermented ma bamboo shoot products","Taiwan, Province of China",Asia,#Engineered,"#Food production",#Food
159711,,,,,,#Engineered,"#Food production",#Fermented
138176,"Levilactobacillus brevis","CIP 105138, ATCC 27306, CCRC 14045, CCUG 21960, JCM 1183, LMG 7935, BCRC 14045","Food, Wine###Wine",,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
138176,,,,,,#Host,#Plants,"#Shrub (Scrub)"
138176,,,,,,#Engineered,"#Food production",#Fermented
138176,,,,,,#Engineered,"#Food production",#Beverage
138176,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
138176,,,,,,#Host,#Plants,"#Shrub (Scrub)"
138176,,,,,,#Engineered,"#Food production",#Fermented
138176,,,,,,#Engineered,"#Food production",#Beverage
138176,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
138176,,,,,,#Host,#Plants,"#Shrub (Scrub)"
138176,,,,,,#Engineered,"#Food production",#Fermented
138176,,,,,,#Engineered,"#Food production",#Beverage
150456,"Levilactobacillus brevis","CCUG 39980","Carrots,ecological fermentation",Sweden,Europe,#Engineered,"#Food production",#Fermented
150456,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
155513,"Levilactobacillus brevis","CCUG 57950",Pickles,Sweden,Europe,#Condition,#Saline,
155513,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
155513,,,,,,#Engineered,"#Food production",#Fermented
134233,"Companilactobacillus crustorum","CCUG 53174, CIP 109613, LMG 23699, JCM 15951, NBRC 107159","Food, Wheat sourdough###Wheat sourdough###Sourdough",Belgium,Europe,#Engineered,"#Food production",#Fermented
134233,,,,,,#Engineered,"#Food production",#Fermented
134233,,,,,,#Engineered,"#Food production",#Fermented
140766,"Furfurilactobacillus curtus","JCM 31185, VTT E-94560",beer,Finland,Europe,"#Host Body-Site",#Plant,"#Fruit (Seed)"
140766,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
140766,,,,,,#Engineered,"#Food production",#Fermented
140766,,,,,,#Engineered,"#Food production",#Beverage
140766,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
140766,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
140766,,,,,,#Engineered,"#Food production",#Fermented
140766,,,,,,#Engineered,"#Food production",#Beverage
150486,"Latilactobacillus curvatus","CCUG 41416","Cabbage,ecological,end of natural fermentation",Sweden,Europe,#Engineered,"#Food production",#Fermented
150486,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24129,"Lactobacillus delbrueckii subsp. sunkii","DSM 24966, JCM 17838, KCTC 15515, YIT 11221","From sunki, Japanese traditional fermented vegetable(pickle)###Sunki, traditional Japanese pickles###sunki, Japanese traditional fermented vegetable",Japan,Asia,#Engineered,"#Food production",#Fermented
24129,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24129,,,,,,#Engineered,"#Food production",#Fermented
24129,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
24129,,,,,,#Engineered,"#Food production",#Fermented
24129,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
146319,"Limosilactobacillus fermentum","CCUG 30889, NCIMB 12117","'Ogi',a fermented corn product",,,#Engineered,"#Food production",#Fermented
146319,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
153568,"Lactobacillus helveticus","CCUG 50205, NCIMB 14005, JCM 30912, BCRC 17499, LMG 22464","Malt whisky distilleries###Malt whisky",Japan,Asia,#Engineered,"#Food production",#Beverage
153568,,,,,,#Engineered,"#Food production",#Fermented
153568,,,,,,#Engineered,"#Food production",#Beverage
153568,,,,,,#Engineered,"#Food production",#Fermented
151558,"Lacticaseibacillus paracasei","CCUG 44316","Industrially produced cider",Sweden,Europe,#Engineered,"#Food production",#Beverage
151558,,,,,,#Engineered,#Industrial,"#Industrial production"
151558,,,,,,#Engineered,"#Food production",#Fermented
150382,"Lactiplantibacillus plantarum","CCUG 39786","Vegetable,fermented",Sweden,Europe,#Engineered,"#Food production",#Fermented
150382,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
150484,"Lactiplantibacillus plantarum","CCUG 41414","Cabbage,ecological,end of natural fermentation",Sweden,Europe,#Engineered,"#Food production",#Fermented
150484,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
154958,"Lactiplantibacillus plantarum","CCUG 55869","Herring,garlic",Sweden,Europe,#Engineered,"#Food production",#Fermented
154958,,,,,,#Engineered,"#Food production",#Seafood
153731,"Lactiplantibacillus argentoratensis","CCUG 50788","Fermented millet (baba)",Nigeria,Africa,#Engineered,"#Food production",#Fermented
153731,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6400,"Lactobacillus sp.","DSM 20354, ATCC 27744, IFO 13120, NBRC 13120","spoilt sake",,,#Engineered,"#Food production",#Beverage
6400,,,,,,#Environmental,"#Microbial community",
6400,,,,,,#Engineered,"#Food production",#Fermented
6462,"Lactobacillus sp.","DSM 20353, ATCC 27742, IFO 13118, NBRC 13118, JCM 7527","spoilt sake",,,#Engineered,"#Food production",#Beverage
6462,,,,,,#Environmental,"#Microbial community",
6462,,,,,,#Engineered,"#Food production",#Fermented
6526,"Lactobacillus sp.","DSM 6265","spoilt beer",,,#Engineered,"#Food production",#Beverage
6526,,,,,,#Environmental,"#Microbial community",
6526,,,,,,#Engineered,"#Food production",#Fermented
143635,"Lactobacillus sp.","CCUG 20675","Sour dough",Sweden,Europe,#Engineered,"#Food production",#Fermented
146320,"Lactobacillus sp.","CCUG 30890, NCIMB 12118","'Ogi',a fermented corn product",,,#Engineered,"#Food production",#Fermented
146320,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
146321,"Lactobacillus sp.","CCUG 30891, NCIMB 12119","'Ogi',a fermented corn product",,,#Engineered,"#Food production",#Fermented
146321,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
159832,"Companilactobacillus nuruki","KACC 18726, NBRC 112011","Nuruk. A Korean fermentation starter","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
134042,"Lactococcus formosensis","NBRC 109475, BCRC 80576, JCM 31966, LMG 29105","<I>Yan-tsai-shin</I> (fermented broccoli stems)###fermented broccoli stems","Taiwan, Province of China",Asia,#Engineered,"#Food production",#Fermented
134042,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
134042,,,,,,#Engineered,"#Food production",#Fermented
134042,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6636,"Lapidilactobacillus concavus","DSM 17758, AS 1.5017, LMG 22739, JCM 14153, CGMCC 1.5017, CIP 108991, KACC 12410, NBRC 106101","Distilled spirit fermenting cellar walls###Distilled-spirit-fermenting cellar###distilled pirit-fermenting cellar",China,Asia,#Engineered,"#Food production",#Beverage
6636,,,,,,#Engineered,"#Food production",#Fermented
6636,,,,,,#Engineered,"#Food production",#Beverage
6636,,,,,,#Engineered,"#Food production",#Fermented
6636,,,,,,#Engineered,"#Food production",#Beverage
6636,,,,,,#Engineered,"#Food production",#Fermented
6532,"Lapidilactobacillus dextrinicus","DSM 20293, CIP 102405, ATCC 700477","Food, Beer###beer",,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6532,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6532,,,,,,#Engineered,"#Food production",#Fermented
6532,,,,,,#Engineered,"#Food production",#Beverage
6532,,,,,,"#Host Body-Site",#Plant,"#Fruit (Seed)"
6532,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
6532,,,,,,#Engineered,"#Food production",#Fermented
6532,,,,,,#Engineered,"#Food production",#Beverage
6445,"Latilactobacillus curvatus","DSM 20495, Tro 8","fermented cabbage leaves",Thailand,Asia,#Engineered,"#Food production",#Fermented
6445,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6447,"Latilactobacillus curvatus","DSM 20499, Tro 17","fermented cabbage leaves",Thailand,Asia,#Engineered,"#Food production",#Fermented
6447,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6516,"Latilactobacillus sakei subsp. sakei","DSM 20494, JCM 1128, CIP 104494","Pickled cabbage###sauerkraut",,,#Condition,#Saline,
6516,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6516,,,,,,#Engineered,"#Food production",#Fermented
6516,,,,,,#Condition,#Saline,
6516,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6516,,,,,,#Engineered,"#Food production",#Fermented
6516,,,,,,#Condition,#Saline,
6516,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6516,,,,,,#Engineered,"#Food production",#Fermented
6518,"Latilactobacillus sakei subsp. sakei","DSM 20498, Tro 11","fermented cabbage leaves",Thailand,Asia,#Engineered,"#Food production",#Fermented
6518,,,,,,#Engineered,"#Food production","#Vegetable (incl. Grains)"
6570,"Latilactobacillus sakei","CCUG 30501, DSM 20017, ATCC 15521, WDCM 00015, JCM 1157, BCRC 14622, CECT 906, CGMCC 1.2142, CIP 103139, IFO 15893, KCTC 3603, LMG 9468, NBRC 15893, NCFB 2714, NCIMB 13090, NRIC 1071, VTT E-991032, NCDO 2714, CCM 7203, NCTC 13636","Food, Starter of sake###Moto (starter of sake)###Sake starter,'Moto'###""Moto"" starter of sake",,,#Engineered,"#Food production",#Beverage
6570,,,,,,#Engineered,"#Food production",#Fermented
6570,,,,,,#Engineered,"#Food production",#Beverage
6570,,,,,,#Engineered,"#Food production",#Fermented
6570,,,,,,#Engineered,"#Food production",#Beverage
6570,,,,,,#Engineered,"#Food production",#Fermented
6570,,,,,,#Engineered,"#Food production",#Beverage
6570,,,,,,#Engineered,"#Food production",#Fermented
158809,"Lelliottia jeotgali","KCCM 43247, JCM 31901","Jogae-jeotgal, a traditional Korean fermented clam in Inchon###traditional Korean fermented clams (jogae-jeotgal)","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
158809,,,,,,#Host,"#Invertebrates (Other)",#Mollusca
158809,,,,,,#Engineered,"#Food production",#Seafood
158809,,,,,,#Engineered,"#Food production",#Fermented
158809,,,,,,#Host,"#Invertebrates (Other)",#Mollusca
158809,,,,,,#Engineered,"#Food production",#Seafood
1362,"Lentibacillus halophilus","DSM 19123, CIP 109343, JCM 12149, PCU 240, TISTR 1549, NCIMB 14363","Food, Fish, sauce###Fish-sauce fermentation in Thailand###fish sauce###fish-sauce fermentation",Thailand,Asia,#Engineered,"#Food production",#Fermented
1362,,,,,,#Engineered,"#Food production",#Seafood
1362,,,,,,#Engineered,"#Food production",#Fermented
1362,,,,,,#Engineered,"#Food production",#Seafood
1362,,,,,,#Engineered,"#Food production",#Fermented
1362,,,,,,#Engineered,"#Food production",#Seafood
1362,,,,,,#Engineered,"#Food production",#Fermented
1362,,,,,,#Engineered,"#Food production",#Seafood
1367,"Lentibacillus jeotgali","DSM 23924, JCM 15795, KCTC 13300","From Garibi-jeotgal, traditional Korean fermented seafood made from scallops###Jeotgal, traditional Korean fermented seafood###traditional Korean fermented seafood made from scallops, ""Garibi-jeotgal""","Republic of Korea",Asia,#Engineered,"#Food production",#Fermented
1367,,,,,,#Engineered,"#Food production",#Seafood
1367,,,,,,#Engineered,"#Food production",#Fermented
1367,,,,,,#Engineered,"#Food production",#Seafood
1367,,,,,,#Engineered,"#Food production",#Fermented
1367,,,,,,#Engineered,"#Food production",#Seafood
1367,,,,,,#Engineered,"#Food production",#Fermented
