study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_strategy	read_count	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
PRJEB39163	SAMEA7034080	ERX4261872	ERR4313301	1154581	food fermentation metagenome	11442.G74079	AMPLICON	1461	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G74079	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313301/ERR4313301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313301/11442.G74079.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313301	qiita_sid_11442:11442.G74079	11442.G74079	
PRJEB39163	SAMEA7034081	ERX4261873	ERR4313302	1154581	food fermentation metagenome	11442.G74080	AMPLICON	4883	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G74080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313302/ERR4313302.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313302/11442.G74080.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313302	qiita_sid_11442:11442.G74080	11442.G74080	
PRJEB39163	SAMEA7034087	ERX4261879	ERR4313308	1154581	food fermentation metagenome	11442.G74086	AMPLICON	1655	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G74086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4313308/ERR4313308.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313308/11442.G74086.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4313308	qiita_sid_11442:11442.G74086	11442.G74086	
PRJEB39163	SAMEA7034090	ERX4261882	ERR4313311	870726	food metagenome	11442.G75069	AMPLICON	697767	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313311/ERR4313311.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313311/11442.G75069.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313311	qiita_sid_11442:11442.G75069	11442.G75069	
PRJEB39163	SAMEA7034095	ERX4261887	ERR4313316	870726	food metagenome	11442.G75083	AMPLICON	1089417	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75083	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4313316/ERR4313316.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313316/11442.G75083.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4313316	qiita_sid_11442:11442.G75083	11442.G75083	
PRJEB39163	SAMEA7034099	ERX4261891	ERR4313320	1154581	food fermentation metagenome	11442.G75087	AMPLICON	374714	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4313320/ERR4313320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313320/11442.G75087.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4313320	qiita_sid_11442:11442.G75087	11442.G75087	
PRJEB39163	SAMEA7034101	ERX4261893	ERR4313322	870726	food metagenome	11442.G75089	AMPLICON	562527	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313322/ERR4313322.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313322/11442.G75089.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313322	qiita_sid_11442:11442.G75089	11442.G75089	
PRJEB39163	SAMEA7034108	ERX4261900	ERR4313329	870726	food metagenome	11442.G75132	AMPLICON	558858	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313329/ERR4313329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313329/11442.G75132.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313329	qiita_sid_11442:11442.G75132	11442.G75132	
PRJEB39163	SAMEA7034111	ERX4261903	ERR4313332	870726	food metagenome	11442.G75135	AMPLICON	429120	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313332/ERR4313332.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313332/11442.G75135.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313332	qiita_sid_11442:11442.G75135	11442.G75135	
PRJEB39163	SAMEA7034118	ERX4261910	ERR4313339	870726	food metagenome	11442.G75154	AMPLICON	537774	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313339/ERR4313339.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313339/11442.G75154.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313339	qiita_sid_11442:11442.G75154	11442.G75154	
PRJEB39163	SAMEA7034124	ERX4261916	ERR4313345	870726	food metagenome	11442.G75163	AMPLICON	279781	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313345/ERR4313345.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313345/11442.G75163.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313345	qiita_sid_11442:11442.G75163	11442.G75163	
PRJEB39163	SAMEA7034128	ERX4261920	ERR4313349	870726	food metagenome	11442.G75175	AMPLICON	557921	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313349/ERR4313349.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313349/11442.G75175.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313349	qiita_sid_11442:11442.G75175	11442.G75175	
PRJEB39163	SAMEA7034129	ERX4261921	ERR4313350	870726	food metagenome	11442.G75176	AMPLICON	584059	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75176	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4313350/ERR4313350.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313350/11442.G75176.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4313350	qiita_sid_11442:11442.G75176	11442.G75176	
PRJEB39163	SAMEA7034133	ERX4261925	ERR4313354	870726	food metagenome	11442.G75180	AMPLICON	533196	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313354/ERR4313354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313354/11442.G75180.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313354	qiita_sid_11442:11442.G75180	11442.G75180	
PRJEB39163	SAMEA7034136	ERX4261928	ERR4313357	870726	food metagenome	11442.G75183	AMPLICON	707159	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4313357/ERR4313357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313357/11442.G75183.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4313357	qiita_sid_11442:11442.G75183	11442.G75183	
PRJEB39163	SAMEA7034140	ERX4261932	ERR4313361	870726	food metagenome	11442.G75187	AMPLICON	505087	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313361/ERR4313361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313361/11442.G75187.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313361	qiita_sid_11442:11442.G75187	11442.G75187	
PRJEB39163	SAMEA7034141	ERX4261933	ERR4313362	870726	food metagenome	11442.G75188	AMPLICON	507866	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75188	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313362/ERR4313362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313362/11442.G75188.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313362	qiita_sid_11442:11442.G75188	11442.G75188	
PRJEB39163	SAMEA7034144	ERX4261936	ERR4313365	870726	food metagenome	11442.G75191	AMPLICON	510457	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313365/ERR4313365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313365/11442.G75191.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313365	qiita_sid_11442:11442.G75191	11442.G75191	
PRJEB39163	SAMEA7034145	ERX4261937	ERR4313366	870726	food metagenome	11442.G75192	AMPLICON	599509	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4313366/ERR4313366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313366/11442.G75192.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4313366	qiita_sid_11442:11442.G75192	11442.G75192	
PRJEB39163	SAMEA7034148	ERX4261940	ERR4313369	870726	food metagenome	11442.G75195	AMPLICON	264856	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313369/ERR4313369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313369/11442.G75195.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313369	qiita_sid_11442:11442.G75195	11442.G75195	
PRJEB39163	SAMEA7034153	ERX4261945	ERR4313374	870726	food metagenome	11442.G75200	AMPLICON	640448	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313374/ERR4313374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313374/11442.G75200.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313374	qiita_sid_11442:11442.G75200	11442.G75200	
PRJEB39163	SAMEA7034158	ERX4261950	ERR4313379	870726	food metagenome	11442.G75205	AMPLICON	636426	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313379/ERR4313379.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313379/11442.G75205.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313379	qiita_sid_11442:11442.G75205	11442.G75205	
PRJEB39163	SAMEA7034160	ERX4261952	ERR4313381	870726	food metagenome	11442.G75207	AMPLICON	330570	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313381/ERR4313381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313381/11442.G75207.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313381	qiita_sid_11442:11442.G75207	11442.G75207	
PRJEB39163	SAMEA7034161	ERX4261953	ERR4313382	870726	food metagenome	11442.G75208	AMPLICON	538541	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313382/ERR4313382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313382/11442.G75208.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313382	qiita_sid_11442:11442.G75208	11442.G75208	
PRJEB39163	SAMEA7034170	ERX4261962	ERR4313391	870726	food metagenome	11442.G75242	AMPLICON	921033	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313391/ERR4313391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313391/11442.G75242.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313391	qiita_sid_11442:11442.G75242	11442.G75242	
PRJEB39163	SAMEA7034172	ERX4261964	ERR4313393	1154581	food fermentation metagenome	11442.G75245	AMPLICON	24029	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75245	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4313393/ERR4313393.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313393/11442.G75245.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4313393	qiita_sid_11442:11442.G75245	11442.G75245	
PRJEB39163	SAMEA7034173	ERX4261965	ERR4313394	1154581	food fermentation metagenome	11442.G75247	AMPLICON	1846	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75247	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313394/ERR4313394.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313394/11442.G75247.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313394	qiita_sid_11442:11442.G75247	11442.G75247	
PRJEB39163	SAMEA7034174	ERX4261966	ERR4313395	1154581	food fermentation metagenome	11442.G75252	AMPLICON	661706	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313395/ERR4313395.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313395/11442.G75252.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313395	qiita_sid_11442:11442.G75252	11442.G75252	
PRJEB39163	SAMEA7034176	ERX4261968	ERR4313397	870726	food metagenome	11442.G75254	AMPLICON	745935	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/007/ERR4313397/ERR4313397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313397/11442.G75254.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/007/ERR4313397	qiita_sid_11442:11442.G75254	11442.G75254	
PRJEB39163	SAMEA7034179	ERX4261971	ERR4313400	1154581	food fermentation metagenome	11442.G75257	AMPLICON	3534	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4313400/ERR4313400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313400/11442.G75257.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4313400	qiita_sid_11442:11442.G75257	11442.G75257	
PRJEB39163	SAMEA7034183	ERX4261975	ERR4313404	870726	food metagenome	11442.G75580	AMPLICON	800581	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75580	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313404/ERR4313404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313404/11442.G75580.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313404	qiita_sid_11442:11442.G75580	11442.G75580	
PRJEB39163	SAMEA7034184	ERX4261976	ERR4313405	870726	food metagenome	11442.G75581	AMPLICON	246327	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75581	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313405/ERR4313405.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313405/11442.G75581.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313405	qiita_sid_11442:11442.G75581	11442.G75581	
PRJEB39163	SAMEA7034190	ERX4261982	ERR4313411	870726	food metagenome	11442.G75590	AMPLICON	209535	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75590	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313411/ERR4313411.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313411/11442.G75590.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313411	qiita_sid_11442:11442.G75590	11442.G75590	
PRJEB39163	SAMEA7034192	ERX4261984	ERR4313413	870726	food metagenome	11442.G75612	AMPLICON	708245	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4313413/ERR4313413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313413/11442.G75612.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4313413	qiita_sid_11442:11442.G75612	11442.G75612	
PRJEB39163	SAMEA7034194	ERX4261986	ERR4313415	870726	food metagenome	11442.G75614	AMPLICON	935155	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313415/ERR4313415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313415/11442.G75614.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313415	qiita_sid_11442:11442.G75614	11442.G75614	
PRJEB39163	SAMEA7034197	ERX4261989	ERR4313418	870726	food metagenome	11442.G75617	AMPLICON	627460	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4313418/ERR4313418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313418/11442.G75617.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4313418	qiita_sid_11442:11442.G75617	11442.G75617	
PRJEB39163	SAMEA7034198	ERX4261990	ERR4313419	870726	food metagenome	11442.G75618	AMPLICON	704094	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313419/ERR4313419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313419/11442.G75618.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313419	qiita_sid_11442:11442.G75618	11442.G75618	
PRJEB39163	SAMEA7034200	ERX4261992	ERR4313421	870726	food metagenome	11442.G75620	AMPLICON	476417	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75620	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313421/ERR4313421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313421/11442.G75620.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313421	qiita_sid_11442:11442.G75620	11442.G75620	
PRJEB39163	SAMEA7034203	ERX4261995	ERR4313424	1154581	food fermentation metagenome	11442.G75623	AMPLICON	456151	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75623	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313424/ERR4313424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313424/11442.G75623.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313424	qiita_sid_11442:11442.G75623	11442.G75623	
PRJEB39163	SAMEA7034209	ERX4262001	ERR4313430	1154581	food fermentation metagenome	11442.G75630	AMPLICON	461650	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75630	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/000/ERR4313430/ERR4313430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313430/11442.G75630.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/000/ERR4313430	qiita_sid_11442:11442.G75630	11442.G75630	
PRJEB39163	SAMEA7034210	ERX4262002	ERR4313431	1154581	food fermentation metagenome	11442.G75631	AMPLICON	494113	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75631	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313431/ERR4313431.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313431/11442.G75631.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313431	qiita_sid_11442:11442.G75631	11442.G75631	
PRJEB39163	SAMEA7034213	ERX4262005	ERR4313434	870726	food metagenome	11442.G75666	AMPLICON	514946	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/004/ERR4313434/ERR4313434.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313434/11442.G75666.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/004/ERR4313434	qiita_sid_11442:11442.G75666	11442.G75666	
PRJEB39163	SAMEA7034214	ERX4262006	ERR4313435	1154581	food fermentation metagenome	11442.G75667	AMPLICON	633821	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313435/ERR4313435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313435/11442.G75667.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313435	qiita_sid_11442:11442.G75667	11442.G75667	
PRJEB39163	SAMEA7034217	ERX4262009	ERR4313438	870726	food metagenome	11442.G75675	AMPLICON	668264	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4313438/ERR4313438.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313438/11442.G75675.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4313438	qiita_sid_11442:11442.G75675	11442.G75675	
PRJEB39163	SAMEA7034220	ERX4262012	ERR4313441	870726	food metagenome	11442.G75694	AMPLICON	737471	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313441/ERR4313441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313441/11442.G75694.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313441	qiita_sid_11442:11442.G75694	11442.G75694	
PRJEB39163	SAMEA7034221	ERX4262013	ERR4313442	870726	food metagenome	11442.G75695	AMPLICON	232499	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313442/ERR4313442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313442/11442.G75695.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313442	qiita_sid_11442:11442.G75695	11442.G75695	
PRJEB39163	SAMEA7034222	ERX4262014	ERR4313443	870726	food metagenome	11442.G75696	AMPLICON	421763	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/003/ERR4313443/ERR4313443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313443/11442.G75696.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/003/ERR4313443	qiita_sid_11442:11442.G75696	11442.G75696	
PRJEB39163	SAMEA7034225	ERX4262017	ERR4313446	870726	food metagenome	11442.G75699	AMPLICON	356286	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/006/ERR4313446/ERR4313446.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313446/11442.G75699.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/006/ERR4313446	qiita_sid_11442:11442.G75699	11442.G75699	
PRJEB39163	SAMEA7034227	ERX4262019	ERR4313448	870726	food metagenome	11442.G75701	AMPLICON	434413	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/008/ERR4313448/ERR4313448.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313448/11442.G75701.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/008/ERR4313448	qiita_sid_11442:11442.G75701	11442.G75701	
PRJEB39163	SAMEA7034228	ERX4262020	ERR4313449	870726	food metagenome	11442.G75702	AMPLICON	388402	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/009/ERR4313449/ERR4313449.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313449/11442.G75702.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/009/ERR4313449	qiita_sid_11442:11442.G75702	11442.G75702	
PRJEB39163	SAMEA7034230	ERX4262022	ERR4313451	870726	food metagenome	11442.G75705	AMPLICON	8355	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/001/ERR4313451/ERR4313451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313451/11442.G75705.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/001/ERR4313451	qiita_sid_11442:11442.G75705	11442.G75705	
PRJEB39163	SAMEA7034231	ERX4262023	ERR4313452	870726	food metagenome	11442.G75706	AMPLICON	423094	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/002/ERR4313452/ERR4313452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313452/11442.G75706.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/002/ERR4313452	qiita_sid_11442:11442.G75706	11442.G75706	
PRJEB39163	SAMEA7034234	ERX4262026	ERR4313455	870726	food metagenome	11442.G75709	AMPLICON	505303	Illumina HiSeq 4000 sequencing: qiita_ptid_7603:11442.G75709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/005/ERR4313455/ERR4313455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR431/ERR4313455/11442.G75709.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR431/005/ERR4313455	qiita_sid_11442:11442.G75709	11442.G75709	
